"gene_name","hsa","mfu","mma","mmu","mpi","rsi","n_species"
"STX3",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"DDB1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"FADS3",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"AASDHPPT",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"AFDN",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"LATS1",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"UST",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SASH1",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"FGFR1OP",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SHPRH",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"UTRN",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"Utrn",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
"RPS6KA2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"PHACTR2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"AIG1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"VTA1",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"HECA",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"REPS1",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4
"NHSL1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"IFNGR1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"MAP3K5",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"AHI1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"MYB",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"HBS1L",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"STX7",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"EPB41L2",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"ARHGAP18",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"novel_gene_52_5d846b90",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"novel_gene_141_5d71f2e7",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"LAMA2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"novel_gene_52_5d769ab4",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"QKI",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"TRMT11",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"NCOA7",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"HDDC2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"PACRG",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SMPDL3A",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"PKIB",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SERINC1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ERMARD",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"FAM184A",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"DCBLD1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"NT5DC1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"novel_gene_705_5d71f2e7",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"PRKN",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"FYN",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"REV3L",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"MFSD4B",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"RPF2",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"CDK19",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"METTL24",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"AFG1L",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SCML4",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"PDSS2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SLC22A3",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"PREP",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"HACE1",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"IGF2R",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"MRPL18",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"TCP1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"WTAP",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"ASCC3",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"FNDC1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"KLHL32",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"UFL1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"TAGAP",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"MAP3K7",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"TULP4",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"BACH2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"CASP8AP2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"MDN1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"UBE2J1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"RNGTT",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"ZNF292",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4
"SNX9",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"CYB5R4",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"SNAP91",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ME1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"UBE3D",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"ARID1B",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"TTK",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"HMGN3",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"PHIP",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"SMOC2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SCAF8",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3
"IPCEF1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"RGS17",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SYNE1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"novel_gene_870_5d71f2e7",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ESR1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"CCDC170",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"RMND1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"MTHFD1L",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"KANK4",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"DOCK7",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ALG6",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"PGM1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"CACHD1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"JAK1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"AK4",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"DNAJC6",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"SLC35D1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"FAF1",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"LRRC40",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SRSF11",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"ANKRD13C",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"EPS15",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"ACADM",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"MSH4",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"USP33",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"NEXN",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"FUBP1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"OSBPL9",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"NRDC",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ADGRL2",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"SSX2IP",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"MCOLN2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ECHDC2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SCP2",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"PKN2",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"GBP5",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"LRP8",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"CDC7",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"TGFBR3",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"BTBD8",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"GLMN",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"EVI5",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"MTF2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"CCDC18",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"ARHGAP29",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"CDKAL1",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"TMEM59",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"E2F3",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"KDM1B",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"TPMT",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"NUP153",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"JARID2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"RANBP9",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"PHACTR1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"USP24",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"HIVEP1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ADTRP",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"NEDD9",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"BMP6",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"F13A1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"evm.TU.scaffold0010.416",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"CDYL",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"PRPF4B",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"GCC2",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"LIMS1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"RGPD4",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"CCDC138",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SH3RF3",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"PLPP3",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"IRF4",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"EXOC2",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"GMDS",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"novel_gene_242_5d71f2e7",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"novel_gene_80_5d846b90",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SLC22A23",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"OMA1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"CYP2J2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"NFIA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"PATJ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"GHITM",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ZMIZ1",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"POLR3A",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"LRMDA",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"KAT6B",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"VCL",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"ANXA7",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"CFAP70",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"ECD",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"P4HA1",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"PSAPL1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"CDH23",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SLC29A3",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"evm.TU.scaffold0011.15",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"GRID1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"HK1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"KIF1BP",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"DDX21",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"DDX50",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"CCAR1",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"DNA2",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"MYPN",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"HERC4",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"SIRT1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"REEP3",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"JMJD1C",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4
"WAPL",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"ARID5B",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"CCDC6",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"FAM13C",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"IPMK",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"BMPR1A",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"GLUD1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SGMS1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"MINPP1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ATAD1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"PTEN",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"HECTD2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"TNKS2",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"BTAF1",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"CPEB3",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"novel_gene_936_5d71f2e7",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"MARCH5",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"IDE",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"EXOC6",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"CCSER2",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"PLCE1",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3
"TBC1D12",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"HELLS",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"SORBS1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"BLNK",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"TM9SF3",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4
"LCOR",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"ARHGAP19-SLIT1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"CHUK",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SLF2",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"evm.TU.scaffold0011.414",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"FBXW4",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"ARMH3",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"LDB1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"GBF1",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"SFXN2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"NT5C2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"PCGF6",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SH3PXD2A",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"STN1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SLK",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"evm.TU.scaffold0011.51",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"Sorcs1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SORCS1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ADD3",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2
"SHOC2",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3
"WDFY4",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"VTI1A",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"AFAP1L2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ATRNL1",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"FAM204A",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ERCC6",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"PARG",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"WASHC2A",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ZFAND4",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"CSGALNACT2",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"evm.TU.scaffold0011.97",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"evm.TU.scaffold0011.98",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ZCCHC2",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"CFAP53",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"evm.TU.scaffold0012.90",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"MYO5B",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"ACAA2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"DYM",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"RELCH",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2
"SMAD2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"PIAS2",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"ST8SIA5",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"PSTPIP2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SETBP1",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"evm.TU.scaffold0012.118",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"FHOD3",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"C18orf21",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"MAPRE2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"GAREM1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"RNF125",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"TAF4B",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SS18",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3
"LAMA3",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"NPC1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"APMAP",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"CABLES1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ESCO1",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"ROCK1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"USP14",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3
"LMAN1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"TYMS",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SMCHD1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"LPIN2",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"DLGAP1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ZNF532",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4
"EPB41L3",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"MALT1",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2
"PTPRM",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"VPS4B",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"MTCL1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ANKRD12",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4
"PPP4R1",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"RAB31",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"APCDD1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"NEDD4L",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2
"IMPA2",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"AFG3L2",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"PRELID3A",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SPIRE1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"PTPN2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"KDSR",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"CHCHD6",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"PLXNA1",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"MGLL",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"EEFSEC",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4
"RPN1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"PREX1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"NCOA3",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ZMYND8",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"CD40",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"TOX2",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"IFT52",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"PTPRT",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"TOP1",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"WDR7",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"PPP1R16B",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"ACTR5",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"RALGAPB",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"RPRD1B",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"CTNNBL1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"RPN2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"RBL1",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"SAMHD1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"SOGA1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"NDRG3",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SLA2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"DLGAP4",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"TCF4",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"MBD2",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"PHLPP1",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"GPC3",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SEPT6",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"SLC25A43",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"DOCK11",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"WDR44",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"TMEM164",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ACSL4",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"RBM41",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"MORC4",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SYTL4",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"ENOX2",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"ELF4",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"KLHL4",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"ZDHHC9",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"APOOL",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"BRWD3",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"HPRT1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ATP7A",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"MAGT1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ATRX",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"WWP1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"evm.TU.scaffold0014.39",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"RALYL",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"Ralyl",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"TRPS1",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4
"EIF3H",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ENPP2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"DEPTOR",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"COL14A1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
