"gene_id","gene_name"
"ENSMPIG00025016522243","ASB11"
"ENSMPIG00025014621243","TXLNG"
"ENSMPIG00025006600244","evm.TU.scaffold0025.64"
"ENSMPIG00025015100174","evm.TU.scaffold0025.172"
"ENSMPIG00025006724241","NR0B1"
"ENSMPIG00025003706203","FAM47C"
"ENSMPIG00025008000224","evm.TU.scaffold0025.86"
"ENSMPIG00025006810243","MAGEB3"
"ENSMPIG00025011323243","SMS"
"ENSMPIG00025012320243","BCLAF3"
"ENSMPIG00025014423243","RBBP7"
"ENSMPIG00025009505243","PCYT1B"
"ENSMPIG00025016824241","MOSPD2"
"ENSMPIG00025016900214","evm.TU.scaffold0025.190"
"ENSMPIG00025017224241","GEMIN8"
"ENSMPIG00025012701243","evm.TU.scaffold0025.145"
"ENSMPIG00025013409243","SCML2"
"ENSMPIG00025016124241","BMX"
"ENSMPIG00025015821243","CA5B"
"ENSMPIG00025010821243","PTCHD1"
"ENSMPIG00025000200244","evm.TU.scaffold0025.2"
"ENSMPIG00025009201233","CACYBP"
"ENSMPIG00025002512243","MAGEB16"
"ENSMPIG00025000900244","evm.TU.scaffold0025.9"
"ENSMPIG00025002304243","evm.TU.scaffold0025.20"
"ENSMPIG00025008411243","MAGEB10"
"ENSMPIG00025016702241","evm.TU.scaffold0025.188"
"ENSMPIG00025017621243","RAB9A"
"ENSMPIG00025001600244","gene_16257"
"ENSMPIG00025015921243","CLTRN"
"ENSMPIG00025012022243","RPS6KA3"
"ENSMPIG00025014500244","evm.TU.scaffold0025.164"
"ENSMPIG00025008803241","evm.TU.scaffold0025.98"
"ENSMPIG00025004101243","CMAS"
"ENSMPIG00025012222243","MAP7D2"
"ENSMPIG00025008903241","evm.TU.scaffold0025.99"
"ENSMPIG00025001200244","evm.TU.scaffold0025.12"
"ENSMPIG00025002800244","evm.TU.scaffold0025.24"
"ENSMPIG00025009018243","MAGEB18"
"ENSMPIG00025003900194","evm.TU.scaffold0025.39"
"ENSMPIG00025017921243","TLR8"
"ENSMPIG00025009424241","POLA1"
"ENSMPIG00025000500244","evm.TU.scaffold0025.5"
"ENSMPIG00025010900244","evm.TU.scaffold0025.124"
"ENSMPIG00025020000244","evm.TU.scaffold0025.228"
"ENSMPIG00025005922233","TCEAL8"
"ENSMPIG00025016324243","VEGFD"
"ENSMPIG00025005604241","gene_16353"
"ENSMPIG00025001800244","gene_16338"
"ENSMPIG00025016623243","ASB9"
"ENSMPIG00025005301183","evm.TU.scaffold0025.53"
"ENSMPIG00025007800224","evm.TU.scaffold0025.82"
"ENSMPIG00025010212223","CXorf58"
"ENSMPIG00025003423243","TMEM47"
"ENSMPIG00025003504203","FAM47A"
"ENSMPIG00025018900244","evm.TU.scaffold0025.215"
"ENSMPIG00025011002243","DDX53"
"ENSMPIG00025007200244","evm.TU.scaffold0025.71"
"ENSMPIG00025011224241","PHEX"
"ENSMPIG00025008300244","evm.TU.scaffold0025.91"
"ENSMPIG00025002700244","gene_16344"
"ENSMPIG00025019421243","WWC3"
"ENSMPIG00025000800244","evm.TU.scaffold0025.8"
"ENSMPIG00025014919243","CTPS2"
"ENSMPIG00025019221243","MID1"
"ENSMPIG00025005516243","DMD"
"ENSMPIG00025019024241","HCCS"
"ENSMPIG00025008600244","evm.TU.scaffold0025.95"
"ENSMPIG00025016224241","PIR"
"ENSMPIG00025017719193","TCEANC"
"ENSMPIG00025009801233","evm.TU.scaffold0025.107"
"ENSMPIG00025000700244","evm.TU.scaffold0025.7"
"ENSMPIG00063000500244","evm.TU.scaffold0063.12"
"ENSMPIG00063000201243","evm.TU.scaffold0063.7"
"ENSMPIG00063000700244","evm.TU.scaffold0063.16"
"ENSMPIG00063000400224","evm.TU.scaffold0063.11"
"ENSMPIG00063000800244","evm.TU.scaffold0063.17"
"ENSMPIG00063000100244","evm.TU.scaffold0063.20"
"ENSMPIG00063000600244","evm.TU.scaffold0063.13"
"ENSMPIG00063000300244","evm.TU.scaffold0063.8"
"ENSMPIG00006060004221","evm.TU.scaffold0006.700"
"ENSMPIG00006061424241","ENKUR"
"ENSMPIG00006033023243","RASSF6"
"ENSMPIG00006020721243","GABRB1"
"ENSMPIG00006050423243","SLC9B2"
"ENSMPIG00006005019243","HGFAC"
"ENSMPIG00006052822243","FAM208B"
"ENSMPIG00006032219243","ADAMTS3"
"ENSMPIG00006013101243","evm.TU.scaffold0006.159"
"ENSMPIG00006009624241","RAB28"
"ENSMPIG00006013418243","SOD3"
"ENSMPIG00006027700234","evm.TU.scaffold0006.329"
"ENSMPIG00006056523243","CFI"
"ENSMPIG00006036219243","SOWAHB"
"ENSMPIG00006053014243","CALML3"
"ENSMPIG00006011522243","FAM184B"
"ENSMPIG00006039823233","COPS4"
"ENSMPIG00006058222243","AIMP1"
"ENSMPIG00006039224241","ENOPH1"
"ENSMPIG00006015522243","ARAP2"
"ENSMPIG00006016623243","FAM114A1"
"ENSMPIG00006034424241","RCHY1"
"ENSMPIG00006057624241","HADH"
"ENSMPIG00006004724241","HTT"
"ENSMPIG00006046023233","HPGDS"
"ENSMPIG00006005820243","HTRA3"
"ENSMPIG00006017823243","UBE2K"
"ENSMPIG00006030420243","SULT1E1"
"ENSMPIG00006016120243","PGM2"
"ENSMPIG00006042718183","DSPP"
"ENSMPIG00006027923243","STAP1"
"ENSMPIG00006051010243","CELF2"
"ENSMPIG00006004224241","SH3BP2"
"ENSMPIG00006053500244","evm.TU.scaffold0006.610"
"ENSMPIG00006000921243","PCGF3"
"ENSMPIG00006022124241","OCIAD1"
"ENSMPIG00006000711243","MYL5"
"ENSMPIG00006026922243","TECRL"
"ENSMPIG00006050212243","UBE2D3"
"ENSMPIG00006057224241","OSTC"
"ENSMPIG00006010914243","LDB2"
"ENSMPIG00006001222223","TMEM175"
"ENSMPIG00006009900234","evm.TU.scaffold0006.122"
"ENSMPIG00006023422243","LNX1"
"ENSMPIG00006010123243","C1QTNF7"
"ENSMPIG00006059200244","evm.TU.scaffold0006.683"
"ENSMPIG00006025800244","evm.TU.scaffold0006.308"
"ENSMPIG00006028624241","TMPRSS11F"
"ENSMPIG00006028519243","TMPRSS11G"
"ENSMPIG00006061524241","ARHGAP21"
"ENSMPIG00006028424241","TMPRSS11A"
"ENSMPIG00006021424241","NIPAL1"
"ENSMPIG00006062624241","ARMC3"
"ENSMPIG00006003324241","POLN"
"ENSMPIG00006054124241","KLF6"
"ENSMPIG00006042024241","AFF1"
"ENSMPIG00006049523243","PPP3CA"
"ENSMPIG00006027600244","evm.TU.scaffold0006.328"
"ENSMPIG00006048424241","MTTP"
"ENSMPIG00006047200244","gene_5732"
"ENSMPIG00006013723233","SEPSECS"
"ENSMPIG00006054802243","evm.TU.scaffold0006.630"
"ENSMPIG00006046701243","PDHA2"
"ENSMPIG00006059501243","evm.TU.scaffold0006.692"
"ENSMPIG00006052724243","GDI2"
"ENSMPIG00006001821243","SPON2"
"ENSMPIG00006060123233","PDSS1"
"ENSMPIG00006021722243","SLAIN2"
"ENSMPIG00006006322243","GRPEL1"
"ENSMPIG00006005223233","LRPAP1"
"ENSMPIG00006024224241","SRD5A3"
"ENSMPIG00006038222243","FGF5"
"ENSMPIG00006054000234","evm.TU.scaffold0006.618"
"ENSMPIG00006004921243","RGS12"
"ENSMPIG00006021321243","CNGA1"
"ENSMPIG00006055701243","evm.TU.scaffold0006.639"
"ENSMPIG00006024723233","NMU"
"ENSMPIG00006055519193","FAM241A"
"ENSMPIG00006056324241","LRIT3"
"ENSMPIG00006058324241","TBCK"
"ENSMPIG00006004323243","ADD1"
"ENSMPIG00006057723243","CYP2U1"
"ENSMPIG00006033924241","EREG"
"ENSMPIG00006055922243","PITX2"
"ENSMPIG00006064524241","SLC39A12"
"ENSMPIG00006051523243","ITIH2"
"ENSMPIG00006034822243","G3BP2"
"ENSMPIG00006026600224","evm.TU.scaffold0006.319"
"ENSMPIG00006023100244","evm.TU.scaffold0006.272"
"ENSMPIG00006003623233","ZFYVE28"
"ENSMPIG00006005923243","SH3TC1"
"ENSMPIG00006019224241","SLC30A9"
"ENSMPIG00006065420243","RSU1"
"ENSMPIG00006061200244","evm.TU.scaffold0006.714"
"ENSMPIG00006009824243","BOD1L1"
"ENSMPIG00006014723243","STIM2"
"ENSMPIG00006057400164","evm.TU.scaffold0006.661"
"ENSMPIG00006042924241","IBSP"
"ENSMPIG00006045800244","evm.TU.scaffold0006.514"
"ENSMPIG00006002718243","TACC3"
"ENSMPIG00006058024241","DKK2"
"ENSMPIG00006043123233","SPP1"
"ENSMPIG00006031022243","UTP3"
"ENSMPIG00006052524243","FBH1"
"ENSMPIG00006062114163","OTUD1"
"ENSMPIG00006045422243","ATOH1"
"ENSMPIG00006052923243","ASB13"
"ENSMPIG00006003924241","FAM193A"
"ENSMPIG00006038500224","evm.TU.scaffold0006.440"
"ENSMPIG00006042623243","SPARCL1"
"ENSMPIG00006002523233","SLBP"
"ENSMPIG00006001917243","CTBP1"
"ENSMPIG00006035322243","ART3"
"ENSMPIG00006014223233","SEL1L3"
"ENSMPIG00006028218243","TMPRSS11C"
"ENSMPIG00006021620243","TEC"
"ENSMPIG00006043524241","PPM1K"
"ENSMPIG00006062719243","PIP4K2A"
"ENSMPIG00006038724243","PRKG2"
"ENSMPIG00006048517223","C4orf54"
"ENSMPIG00006025723233","HOPX"
"ENSMPIG00006048724241","LAMTOR3"
"ENSMPIG00006011710103","DCAF16"
"ENSMPIG00006049320243","DDIT4L"
"ENSMPIG00006020323243","GABRG1"
"ENSMPIG00006027100034","evm.TU.scaffold0006.325"
"ENSMPIG00006054200244","evm.TU.scaffold0006.623"
"ENSMPIG00006012800244","evm.TU.scaffold0006.156"
"ENSMPIG00006038821243","RASGEF1B"
"ENSMPIG00006007020203","MRFAP1"
"ENSMPIG00006050023243","NFKB1"
"ENSMPIG00006061123243","GPR158"
"ENSMPIG00006057823243","SGMS2"
"ENSMPIG00006019324241","BEND4"
"ENSMPIG00006049700244","evm.TU.scaffold0006.557"
"ENSMPIG00006053719243","AKR1C3"
"ENSMPIG00006023521243","GSX2"
"ENSMPIG00006017619193","SMIM14"
"ENSMPIG00006060222243","ABI1"
"ENSMPIG00006017124241","RFC1"
"ENSMPIG00006044323243","FAM13A"
"ENSMPIG00006025424241","PPAT"
"ENSMPIG00006025324241","AASDH"
"ENSMPIG00006009321243","ZNF518B"
"ENSMPIG00006032819233","AFM"
"ENSMPIG00006051924241","PRKCQ"
"ENSMPIG00006002623233","TMEM129"
"ENSMPIG00006017923243","PDS5A"
"ENSMPIG00006026502063","gene_5353"
"ENSMPIG00006040024241","COQ2"
"ENSMPIG00006023024241","RASL11B"
"ENSMPIG00006046600244","evm.TU.scaffold0006.520"
"ENSMPIG00006055424241","ZMYND11"
"ENSMPIG00006053314243","TUBAL3"
"ENSMPIG00006055818243","DNAJC19"
"ENSMPIG00006048624241","DAPP1"
"ENSMPIG00006052223233","PRPF18"
"ENSMPIG00006036600244","gene_5682"
"ENSMPIG00006026324241","POLR2B"
"ENSMPIG00006056820243","MCUB"
"ENSMPIG00006035815203","evm.TU.scaffold0006.415"
"ENSMPIG00006022823243","USP46"
"ENSMPIG00006042123243","KLHL8"
"ENSMPIG00006016722223","TMEM156"
"ENSMPIG00006050324241","CISD2"
"ENSMPIG00006018916243","LIMCH1"
"ENSMPIG00006012100244","evm.TU.scaffold0006.146"
"ENSMPIG00006029910243","UGT2A3"
"ENSMPIG00006041710243","PTPN13"
"ENSMPIG00006001119243","GAK"
"ENSMPIG00006001421213","IDUA"
"ENSMPIG00006041823243","SLC10A6"
"ENSMPIG00006031221243","GRSF1"
"ENSMPIG00006050124241","MANBA"
"ENSMPIG00006049821233","BANK1"
"ENSMPIG00006041122243","WDFY3"
"ENSMPIG00006019518243","ATP8A1"
"ENSMPIG00006038623243","BMP3"
"ENSMPIG00006018023243","N4BP2"
"ENSMPIG00006003719193","CFAP99"
"ENSMPIG00006028122233","GNRHR"
"ENSMPIG00006041506243","MAPK10"
"ENSMPIG00006059017243","TET2"
"ENSMPIG00006006621243","TBC1D14"
"ENSMPIG00006065022243","ST8SIA6"
"ENSMPIG00006014023233","ANAPC4"
"ENSMPIG00006059718243","CENPE"
"ENSMPIG00006054623243","RNF185"
"ENSMPIG00006019700244","evm.TU.scaffold0006.235"
"ENSMPIG00006006723233","KIAA0232"
"ENSMPIG00006000403033","TMEM271"
"ENSMPIG00006012413243","SLIT2"
"ENSMPIG00006051124241","GATA3"
"ENSMPIG00006040517243","GPAT3"
"ENSMPIG00006029400244","evm.TU.scaffold0006.346"
"ENSMPIG00006015000244","evm.TU.scaffold0006.182"
"ENSMPIG00006032621233","ALB"
"ENSMPIG00006054924241","GTPBP4"
"ENSMPIG00006049922243","SLC39A8"
"ENSMPIG00006009100244","evm.TU.scaffold0006.112"
"ENSMPIG00006013623243","LGI2"
"ENSMPIG00006045600234","evm.TU.scaffold0006.513"
"ENSMPIG00006018124241","RHOH"
"ENSMPIG00006041201243","evm.TU.scaffold0006.472"
"ENSMPIG00006048322243","TRMT10A"
"ENSMPIG00006026424241","IGFBP7"
"ENSMPIG00006010723233","PROM1"
"ENSMPIG00006030724243","AMBN"
"ENSMPIG00006037723243","PAQR3"
"ENSMPIG00006050814243","CELF2"
"ENSMPIG00006031122243","RUFY3"
"ENSMPIG00006043900184","gene_5716"
"ENSMPIG00006019923243","KCTD8"
"ENSMPIG00006016924241","WDR19"
"ENSMPIG00006035724241","SCARB2"
"ENSMPIG00006052322223","IL2RA"
"ENSMPIG00006044421243","TIGD2"
"ENSMPIG00006039923243","PLAC8"
"ENSMPIG00006015621213","DTHD1"
"ENSMPIG00006028323243","TMPRSS11D"
"ENSMPIG00006008720243","DRD5"
"ENSMPIG00006023600244","evm.TU.scaffold0006.279"
"ENSMPIG00006002100124","evm.TU.scaffold0006.24"
"ENSMPIG00006030824241","ENAM"
"ENSMPIG00006064723233","TMEM236"
"ENSMPIG00006023823243","PDGFRA"
"ENSMPIG00006051623243","ITIH5"
"ENSMPIG00006007102161","evm.TU.scaffold0006.86"
"ENSMPIG00006048921243","DNAJB14"
"ENSMPIG00006000612213","ATP5ME"
"ENSMPIG00006014900084","evm.TU.scaffold0006.181"
"ENSMPIG00006004617243","GRK4"
"ENSMPIG00006038422223","CFAP299"
"ENSMPIG00006005722243","ACOX3"
"ENSMPIG00006054724241","WDR37"
"ENSMPIG00006016022233","RELL1"
"ENSMPIG00006008816243","SLC2A9"
"ENSMPIG00006029201243","evm.TU.scaffold0006.344"
"ENSMPIG00006008524241","TMEM128"
"ENSMPIG00006065222223","TRDMT1"
"ENSMPIG00006013524241","CCDC149"
"ENSMPIG00006062321243","PTF1A"
"ENSMPIG00006027413243","EPHA5"
"ENSMPIG00006030614143","CABS1"
"ENSMPIG00006064100244","evm.TU.scaffold0006.750"
"ENSMPIG00006057123243","ETNPPL"
"ENSMPIG00006021824243","SLC10A4"
"ENSMPIG00006012923243","ADGRA3"
"ENSMPIG00006036921223","CXCL13"
"ENSMPIG00006008124241","STX18"
"ENSMPIG00006004524241","NOP14"
"ENSMPIG00006001720243","TMED11"
"ENSMPIG00006003017243","NSD2"
"ENSMPIG00006000324241","PIGG"
"ENSMPIG00006013019243","GBA3"
"ENSMPIG00006028718243","TMPRSS11BNL"
"ENSMPIG00006040423243","ABRAXAS1"
"ENSMPIG00006009522243","HS3ST1"
"ENSMPIG00006042324243","HSD17B11"
"ENSMPIG00006064223243","CACNB2"
"ENSMPIG00006009000214","evm.TU.scaffold0006.110"
"ENSMPIG00006047520243","ADH5"
"ENSMPIG00006008622243","OTOP1"
"ENSMPIG00006028823243","TMPRSS11B"
"ENSMPIG00006061815243","KIAA1217"
"ENSMPIG00006033500244","evm.TU.scaffold0006.392"
"ENSMPIG00006033823243","EPGN"
"ENSMPIG00006015723233","NWD2"
"ENSMPIG00006030218243","SULT1B1"
"ENSMPIG00006039021243","HNRNPD"
"ENSMPIG00006025124241","CEP135"
"ENSMPIG00006029001243","evm.TU.scaffold0006.342"
"ENSMPIG00006006815173","BLOC1S4"
"ENSMPIG00006058418233","OAS1"
"ENSMPIG00006000111223","ADAM6B"
"ENSMPIG00006001020243","CPLX1"
"ENSMPIG00006062422243","MSRB2"
"ENSMPIG00006052624241","ANKRD16"
"ENSMPIG00006036800234","evm.TU.scaffold0006.425"
"ENSMPIG00006044219243","HERC3"
"ENSMPIG00006042400244","evm.TU.scaffold0006.481"
"ENSMPIG00006019422233","SHISA3"
"ENSMPIG00006036524241","CCNG2"
"ENSMPIG00006020917243","ATP10D"
"ENSMPIG00006031900234","evm.TU.scaffold0006.373"
"ENSMPIG00006011124241","QDPR"
"ENSMPIG00006011000244","evm.TU.scaffold0006.133"
"ENSMPIG00006064624241","MRC1"
"ENSMPIG00006025023233","EXOC1"
"ENSMPIG00006058122223","GIMD1"
"ENSMPIG00006007315243","PPP2R2C"
"ENSMPIG00006026000244","evm.TU.scaffold0006.310"
"ENSMPIG00006006901213","evm.TU.scaffold0006.84"
"ENSMPIG00006037624241","BMP2K"
"ENSMPIG00006034924241","USO1"
"ENSMPIG00006039616223","THAP9"
"ENSMPIG00006065120243","VIM"
"ENSMPIG00006055318243","DIP2C"
"ENSMPIG00006064024241","NSUN6"
"ENSMPIG00006042824241","DMP1"
"ENSMPIG00006023322233","FIP1L1"
"ENSMPIG00006047811243","ADH1A"
"ENSMPIG00006036700244","evm.TU.scaffold0006.424"
"ENSMPIG00006022424241","DCUN1D4"
"ENSMPIG00006014424241","RBPJ"
"ENSMPIG00006053220243","NET1"
"ENSMPIG00006019023243","PHOX2B"
"ENSMPIG00006011924241","LCORL"
"ENSMPIG00006029300244","evm.TU.scaffold0006.345"
"ENSMPIG00006041922223","AC093827.5"
"ENSMPIG00006059300224","evm.TU.scaffold0006.686"
"ENSMPIG00006009418233","CLNK"
"ENSMPIG00006006020243","ABLIM2"
"ENSMPIG00006021522243","TXK"
"ENSMPIG00006031324243","MOB1B"
"ENSMPIG00006062217173","C10orf67"
"ENSMPIG00006019624241","GRXCR1"
"ENSMPIG00006055600244","evm.TU.scaffold0006.638"
"ENSMPIG00006048222223","C4orf17"
"ENSMPIG00006054418243","PFKP"
"ENSMPIG00006017221243","KLB"
"ENSMPIG00006022223243","OCIAD2"
"ENSMPIG00006024624241","PDCL2"
"ENSMPIG00006035124241","SDAD1"
"ENSMPIG00006027822223","CENPC"
"ENSMPIG00006002024241","MAEA"
"ENSMPIG00006048115243","ADH7"
"ENSMPIG00006022624241","SGCB"
"ENSMPIG00006034024241","AREG"
"ENSMPIG00006034724241","CDKL2"
"ENSMPIG00006063500244","evm.TU.scaffold0006.740"
"ENSMPIG00006061900244","gene_5501"
"ENSMPIG00006063400244","evm.TU.scaffold0006.739"
"ENSMPIG00006051324243","ATP5F1C"
"ENSMPIG00006054323233","PITRM1"
"ENSMPIG00006026823243","ADGRL3"
"ENSMPIG00006053924241","MCTS1"
"ENSMPIG00006010520203","MRPL33"
"ENSMPIG00006015400244","evm.TU.scaffold0006.184"
"ENSMPIG00006012624243","PACRGL"
"ENSMPIG00006037124241","MRPL1"
"ENSMPIG00006002419243","FAM53A"
"ENSMPIG00006059122243","CXXC4"
"ENSMPIG00006041323243","ARHGAP24"
"ENSMPIG00006000202221","evm.TU.scaffold0006.3"
"ENSMPIG00006036322243","SEPT11"
"ENSMPIG00006036424243","CCNI2"
"ENSMPIG00006005521243","CPZ"
"ENSMPIG00006063922243","ARL5B"
"ENSMPIG00006004023233","TNIP2"
"ENSMPIG00006018424241","NSUN7"
"ENSMPIG00006058624241","GSTCD"
"ENSMPIG00006037400244","evm.TU.scaffold0006.429"
"ENSMPIG00006012000244","evm.TU.scaffold0006.145"
"ENSMPIG00006006517223","CCDC96"
"ENSMPIG00006047421243","METAP1"
"ENSMPIG00006025619193","THEGL"
"ENSMPIG00006047324241","EIF4E"
"ENSMPIG00006017424241","LIAS"
"ENSMPIG00006053816243","AKR1E2"
"ENSMPIG00006033321243","CXCL5"
"ENSMPIG00006005312243","ADRA2C"
"ENSMPIG00006008924241","WDR1"
"ENSMPIG00006047910243","evm.TU.scaffold0006.536"
"ENSMPIG00006046221243","BMPR1B"
"ENSMPIG00006064820243","STAM"
"ENSMPIG00006053110243","CALML5"
"ENSMPIG00006027501243","evm.TU.scaffold0006.327"
"ENSMPIG00006005122223","DOK7"
"ENSMPIG00006030115243","UGT2A1"
"ENSMPIG00006043015153","MEPE"
"ENSMPIG00006025918243","SPINK2"
"ENSMPIG00006044015193","PYURF"
"ENSMPIG00006014322223","SMIM20"
"ENSMPIG00006021200234","evm.TU.scaffold0006.251"
"ENSMPIG00006021914223","ZAR1"
"ENSMPIG00006010224243","CC2D2B"
"ENSMPIG00006020504243","COX7B2"
"ENSMPIG00006057023243","COL25A1"
"ENSMPIG00006008223243","NSG1"
"ENSMPIG00006002924241","LETM1"
"ENSMPIG00006016420223","TLR1"
"ENSMPIG00006030319243","SULT1C3"
"ENSMPIG00006040900244","evm.TU.scaffold0006.467"
"ENSMPIG00006011424241","MED28"
"ENSMPIG00006011224241","CLRN2"
"ENSMPIG00006046509243","UNC5C"
"ENSMPIG00006034122243","BTC"
"ENSMPIG00006031703243","evm.TU.scaffold0006.372"
"ENSMPIG00006011600244","evm.TU.scaffold0006.141"
"ENSMPIG00006054522243","ADARB2"
"ENSMPIG00006016324241","KLF3"
"ENSMPIG00006021024241","CORIN"
"ENSMPIG00006052015243","PFKFB3"
