"","chrom","start","end","name","n_reads","strand","n_uniq","uniq_bridges","best_qual_left","best_qual_right","tissues","tiss_counts","edits","anchor_overlap","breakpoints","signal","strandmatch","category"
"1","7",16914479,16914635,"hsa_circ_000002",4,"-",1,4,5,5,"my_test_sample",4,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"2","12",60350429,60353878,"hsa_circ_000006",2,"+",1,2,40,5,"my_test_sample",2,2,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
"3","9",130382034,130382257,"hsa_circ_000009",3,"+",2,3,5,40,"my_test_sample",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"4","8",48276531,48276681,"hsa_circ_000019",2,"-",2,2,40,40,"my_test_sample",2,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"5","12",52701215,52701366,"hsa_circ_000026",2,"-",2,2,40,5,"my_test_sample",2,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"6","3",105305396,105305885,"hsa_circ_000029",5,"+",1,5,5,5,"my_test_sample",5,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"7","19",2186785,2187014,"hsa_circ_000030",2,"-",2,2,40,40,"my_test_sample",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"8","X",55907409,55907581,"hsa_circ_000035",2,"+",1,2,40,40,"my_test_sample",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"9","10",124090824,124091006,"hsa_circ_000052",2,"-",2,2,40,40,"my_test_sample",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"10","19",21878940,21879161,"hsa_circ_000054",2,"+",1,2,5,40,"my_test_sample",2,2,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
"11","10",995834,996032,"hsa_circ_000060",2,"+",1,2,40,5,"my_test_sample",2,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"12","18",30081234,30081411,"hsa_circ_000063",2,"+",1,2,5,5,"my_test_sample",2,2,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
"13","15",93423981,93424132,"hsa_circ_000067",2,"+",1,2,40,5,"my_test_sample",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"14","9",109039523,109039681,"hsa_circ_000071",3,"+",1,3,40,40,"my_test_sample",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"15","13",83832240,83832454,"hsa_circ_000074",3,"-",2,3,5,5,"my_test_sample",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"16","2",10360815,10360975,"hsa_circ_000076",2,"-",1,2,5,5,"my_test_sample",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"17","5",179238727,179238973,"hsa_circ_000079",2,"+",1,2,5,40,"my_test_sample",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"18","1",15942330,15942528,"hsa_circ_000083",2,"-",2,2,40,40,"my_test_sample",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"19","10",119068550,119068715,"hsa_circ_000085",3,"-",1,3,5,40,"my_test_sample",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"20","10",93113593,93113800,"hsa_circ_000110",3,"+",2,3,40,40,"my_test_sample",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"21","1",180908639,180908797,"hsa_circ_000116",3,"+",1,3,5,40,"my_test_sample",3,2,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
"22","10",84843216,84843436,"hsa_circ_000118",2,"-",2,2,40,40,"my_test_sample",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"23","7",55389441,55389704,"hsa_circ_000125",3,"+",1,3,40,40,"my_test_sample",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"24","1",211369050,211369225,"hsa_circ_000127",2,"+",1,2,5,5,"my_test_sample",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
