"","chrom","start","end","name","score","strand","thickStart","thickEnd","itemRgb","exonCount","exonSize","exonOffsets","readNumber","circType","geneName","isoformName","index","flankIntron","FPBcirc","FPBlinear","CIRCscore"
"1","NW_017739486.1",117831,142361,"circular_RNA/8",1,"-",117831,117831,"0,0,0",9,"178,63,86,85,118,136,134,177,210","0,5748,7609,8424,11566,12906,14846,15229,24320",8,"circRNA","gene-UNKL","rna-XM_019713157.1","10,9,8,7,6,5,4,3,2","NW_017739486.1:111620-117831|NW_017739486.1:142361-143103",1.16910952394,0.974257936616,1.19796801232
"2","NW_017739486.1",319252,325215,"circular_RNA/1",1,"+",319252,319252,"0,0,0",2,"194,154","0,5809",1,"circRNA","gene-CRAMP1","rna-XM_019713172.1","3,4","NW_017739486.1:308547-319252|NW_017739486.1:325215-330526",0.146138690492,0.328812053608,0.460841604746
"3","NW_017739486.1",610016,610372,"circular_RNA/1",0,"-",610016,610016,"0,0,0",2,"90,180","0,176",1,"circRNA","gene-RPS2","rna-XM_019713118.1","3,2","NW_017739486.1:609763-610016|NW_017739486.1:610372-610534",0.146138690492,50.9606490703,0.00306330590918
"4","NW_017739486.1",664526,664733,"circular_RNA/1",0,"+",664526,664526,"0,0,0",1,"207","0",1,"ciRNA","gene-NPW","rna-XM_019713195.1","2","NW_017739486.1:664526-664760",0.146138690492,0.219208035739,0.681209495944
"5","NW_017739358.1",366749,368002,"circular_RNA/32",0,"+",366749,366749,"0,0,0",2,"139,166","0,1087",32,"circRNA","gene-STAU1","rna-XM_019756158.1","6,7","NW_017739358.1:364819-366749|NW_017739358.1:368002-377414",4.67643809576,1.47182538282,3.16261156685
"6","NW_017739358.1",366749,377513,"circular_RNA/6",0,"+",366749,366749,"0,0,0",3,"139,166,99","0,1087,10665",6,"circRNA","gene-STAU1","rna-XM_019756158.1","6,7,8","NW_017739358.1:364819-366749|NW_017739358.1:377513-381478",0.876832142955,1.47182538282,0.598472770973
"7","NW_017739358.1",697049,698666,"circular_RNA/1",0,"+",697049,697049,"0,0,0",2,"119,150","0,1467",1,"circRNA","gene-PREX1","rna-XM_019756164.1","8,9","NW_017739358.1:690467-697049|NW_017739358.1:698666-700867",0.146138690492,0.498370406038,0.307135680279
"8","NW_017739358.1",721303,726204,"circular_RNA/2",1,"+",721303,721303,"0,0,0",2,"73,143","0,4758",2,"circRNA","gene-PREX1","rna-XM_019756164.1","15,16","NW_017739358.1:712164-721303|NW_017739358.1:726204-727831",0.292277380985,0.498370406038,0.594600663994
"9","NW_017739245.1",25751,26379,"circular_RNA/4",1,"+",25751,25751,"0,0,0",1,"628","0",4,"circRNA","gene-ARID3B","rna-XM_019750994.1","2","NW_017739245.1:23520-25751|NW_017739245.1:26379-50557",0.58455476197,1.04123816976,0.565575698327
"10","NW_017739245.1",633117,633449,"circular_RNA/3",0,"-",633117,633117,"0,0,0",1,"332","0",3,"ciRNA","gene-MAN2C1","rna-XM_019751008.1","12","NW_017739245.1:633100-633449",0.438416071477,0.359257614127,1.21437190276
"11","NW_017739245.1",650033,661400,"circular_RNA/10",0,"-",650033,650033,"0,0,0",5,"95,93,174,170,574","0,951,4845,8417,10793",10,"circRNA","gene-SIN3A","rna-XM_019750985.1","19,18,17,16,15","NW_017739245.1:645930-650033|NW_017739245.1:661400-662751",1.46138690492,0.75809445693,1.91563276059
"12","NW_017739245.1",658450,661400,"circular_RNA/5",0,"-",658450,658450,"0,0,0",2,"170,574","0,2376",5,"circRNA","gene-SIN3A","rna-XM_019750985.1","16,15","NW_017739245.1:655052-658450|NW_017739245.1:661400-662751",0.730693452462,0.75809445693,0.96432599634
"13","NW_017739245.1",681656,686037,"circular_RNA/2",1,"-",681656,681656,"0,0,0",2,"180,222","0,4159",2,"circRNA","gene-SIN3A","rna-XM_019750985.1","3,2","NW_017739245.1:677376-681656|NW_017739245.1:686037-688562",0.292277380985,0.75809445693,0.393541937789
"14","NW_017739245.1",806709,809421,"circular_RNA/10",1,"-",806709,806709,"0,0,0",2,"148,163","0,2549",10,"circRNA","gene-SNUPN","rna-XM_019750990.1","3,2","NW_017739245.1:801965-806709|NW_017739245.1:809421-811764",1.46138690492,0.709816496678,2.04411389807
"15","NW_017739820.1",64177,94645,"circular_RNA/5",1,"+",64177,64177,"0,0,0",5,"137,67,99,207,153","0,24665,27863,28708,30315",5,"circRNA","gene-HUWE1","rna-XM_019718905.1","3,4,5,6,7","NW_017739820.1:58351-64177|NW_017739820.1:94645-114913",0.730693452462,0.517647891624,1.40376463968
"16","NW_017739820.1",88842,94645,"circular_RNA/3",0,"+",88842,88842,"0,0,0",4,"67,99,207,153","0,3198,4043,5650",3,"circRNA","gene-HUWE1","rna-XM_019718905.1","4,5,6,7","NW_017739820.1:64314-88842|NW_017739820.1:94645-114913",0.438416071477,0.517647891624,0.849839596813
"17","NW_017739820.1",116769,120024,"circular_RNA/3",1,"+",116769,116769,"0,0,0",5,"78,48,69,100,122","0,940,1070,1755,3133",3,"circRNA","gene-HUWE1","rna-XM_019718905.1","9,10,11,12,13","NW_017739820.1:114976-116769|NW_017739820.1:120024-120325",0.438416071477,0.517647891624,0.849839596813
"18","NW_017739820.1",143596,145935,"circular_RNA/6",0,"+",143596,143596,"0,0,0",4,"107,178,92,212","0,399,1448,2127",6,"circRNA","gene-HUWE1","rna-XM_019718905.1","21,22,23,24","NW_017739820.1:126024-143596|NW_017739820.1:145935-151110",0.876832142955,0.517647891624,1.68072716111
"19","NW_017739820.1",199791,200965,"circular_RNA/5",0,"+",199791,199791,"0,0,0",3,"99,134,169","0,686,1005",5,"circRNA","gene-HUWE1","rna-XM_019718905.1","54,55,56","NW_017739820.1:198977-199791|NW_017739820.1:200965-202270",0.730693452462,0.517647891624,1.40376463968
"20","NW_017739356.1",504708,511341,"circular_RNA/6",1,"+",504708,504708,"0,0,0",5,"200,122,214,180,147","0,821,1270,4173,6486",6,"circRNA","gene-LOC109460554","rna-XM_019756062.1","50,51,52,53,54","NW_017739356.1:503525-504708|NW_017739356.1:511341-512689",0.876832142955,0.200189986976,4.21919310103
"21","NW_017739356.1",572588,573641,"circular_RNA/2",0,"-",572588,572588,"0,0,0",2,"121,138","0,915",2,"circRNA","gene-SMURF1","rna-XM_019756012.1","16,15","NW_017739356.1:571151-572588|NW_017739356.1:573641-575341",0.292277380985,0.163331477609,1.74392663788
"22","NW_017739356.1",575341,576865,"circular_RNA/14",1,"-",575341,575341,"0,0,0",2,"179,115","0,1409",14,"circRNA","gene-SMURF1","rna-XM_019756012.1","14,13","NW_017739356.1:573641-575341|NW_017739356.1:576865-584704",2.04594166689,0.163331477609,11.861328913
"23","NW_017739356.1",2391085,2466182,"circular_RNA/2",1,"-",2391085,2391085,"0,0,0",6,"132,144,70,84,57,71","0,24986,45359,70028,73850,75026",2,"circRNA","gene-RAPGEF6","rna-XM_019756030.1","7,6,5,4,3,2","NW_017739356.1:2382172-2391085|NW_017739356.1:2466182-2490384",0.292277380985,0.175366428591,1.63070186593
"24","NW_017739356.1",2416071,2466182,"circular_RNA/6",1,"-",2416071,2416071,"0,0,0",5,"144,70,84,57,71","0,20373,45042,48864,50040",6,"circRNA","gene-RAPGEF6","rna-XM_019756030.1","6,5,4,3,2","NW_017739356.1:2391217-2416071|NW_017739356.1:2466182-2490384",0.876832142955,0.175366428591,4.78421119561
"25","NW_017739356.1",2519640,2540926,"circular_RNA/1",1,"-",2519640,2519640,"0,0,0",9,"169,1417,170,147,86,202,136,72,84","0,1120,5755,7061,11618,15308,17262,19951,21202",1,"circRNA","gene-FNIP1","rna-XM_019756042.1","15,14,13,12,11,10,9,8,7","NW_017739356.1:2505148-2519640|NW_017739356.1:2540926-2548725",0.146138690492,0.378241316569,0.402169176305
"26","NW_017739356.1",3542026,3551669,"circular_RNA/9",1,"-",3542026,3542026,"0,0,0",5,"87,45,795,127,92","0,4037,5464,8960,9551",9,"circRNA","gene-AFF4","rna-XM_019756073.1","6,5,4,3,2","NW_017739356.1:3528111-3542026|NW_017739356.1:3551669-3572434",1.31524821443,0.524380007061,2.47997342138
"27","NW_017739146.1",1406929,1410563,"circular_RNA/61",0,"-",1406929,1406929,"0,0,0",4,"96,176,172,44","0,1223,2602,3590",61,"circRNA","gene-TMPRSS2","rna-XM_019745778.1","11,10,9,8","NW_017739146.1:1404901-1406929|NW_017739146.1:1410563-1413074",8.91446012004,5.97080935441,1.49218267816
"28","NW_017739146.1",1419578,1427603,"circular_RNA/8",0,"-",1419578,1419578,"0,0,0",4,"120,87,223,71","0,869,5103,7954",8,"circRNA","gene-TMPRSS2","rna-XM_019745778.1","5,4,3,2","NW_017739146.1:1414460-1419578|NW_017739146.1:1427603-1435844",1.16910952394,5.97080935441,0.197148822855
"29","NW_017739146.1",1680139,1681436,"circular_RNA/1",1,"-",1680139,1680139,"0,0,0",2,"164,135","0,1162",1,"circRNA","gene-PRDM15","rna-XM_019745765.1","18,17","NW_017739146.1:1679324-1680139|NW_017739146.1:1681436-1683188",0.146138690492,0.239667452408,0.62538664526
"30","NW_017739146.1",2230177,2238985,"circular_RNA/1",0,"+",2230177,2230177,"0,0,0",3,"38,78,129","0,5037,8679",1,"circRNA","gene-SLC37A1","rna-XM_019745666.1","10,11,12","NW_017739146.1:2226747-2230177|NW_017739146.1:2238985-2241322",0.146138690492,5.16869473742,0.0301502016259
"31","NW_017739146.1",2416749,2417643,"circular_RNA/2",0,"-",2416749,2416749,"0,0,0",2,"113,157","0,737",2,"circRNA","gene-WDR4","rna-XM_019745670.1","3,2","NW_017739146.1:2414785-2416749|NW_017739146.1:2417643-2423121",0.292277380985,6.33876570011,0.0476119918837
"32","NW_017739146.1",2835486,2859848,"circular_RNA/24",0,"-",2835486,2835486,"0,0,0",5,"104,118,133,150,104","0,9889,19244,21085,24258",24,"circRNA","gene-HSF2BP","rna-XM_019745744.1","7,6,5,4,3","NW_017739146.1:2806066-2835486|NW_017739146.1:2859848-2870825",3.50732857182,0.633267658801,5.46790830177
"33","NW_017739146.1",2845375,2859848,"circular_RNA/40",0,"-",2845375,2845375,"0,0,0",4,"118,133,150,104","0,9355,11196,14369",40,"circRNA","gene-HSF2BP","rna-XM_019745744.1","6,5,4,3","NW_017739146.1:2835590-2845375|NW_017739146.1:2859848-2870825",5.8455476197,0.633267658801,9.10281675067
"34","NW_017739146.1",2854730,2856721,"circular_RNA/1",0,"-",2854730,2854730,"0,0,0",2,"133,150","0,1841",1,"circRNA","gene-HSF2BP","rna-XM_019745744.1","5,4","NW_017739146.1:2845493-2854730|NW_017739146.1:2856721-2859744",0.146138690492,0.633267658801,0.242727406478
"35","NW_017739146.1",2854730,2859848,"circular_RNA/52",0,"-",2854730,2854730,"0,0,0",3,"133,150,104","0,1841,5014",52,"circRNA","gene-HSF2BP","rna-XM_019745744.1","5,4,3","NW_017739146.1:2845493-2854730|NW_017739146.1:2859848-2870825",7.59921190561,0.633267658801,11.8289980873
"36","NW_017739146.1",2856571,2859848,"circular_RNA/2",0,"-",2856571,2856571,"0,0,0",2,"150,104","0,3173",2,"circRNA","gene-HSF2BP","rna-XM_019745744.1","4,3","NW_017739146.1:2854863-2856571|NW_017739146.1:2859848-2870825",0.292277380985,0.633267658801,0.469909184535
"37","NW_017739146.1",3021921,3066879,"circular_RNA/2",0,"+",3021921,3021921,"0,0,0",2,"63,226","0,44732",2,"circRNA","gene-AGPAT3","rna-XM_019745706.1","1,2","None|NW_017739146.1:3066879-3074940",0.292277380985,3.15010066173,0.0956543519786
"38","NW_017739146.1",3123831,3128516,"circular_RNA/6",0,"+",3123831,3123831,"0,0,0",2,"82,136","0,4549",6,"circRNA","gene-TRAPPC10","rna-XM_019745722.1","1,2","None|NW_017739146.1:3128516-3139455",0.876832142955,1.47052057308,0.599000215924
"39","NW_017739146.1",3123831,3139652,"circular_RNA/7",0,"+",3123831,3123831,"0,0,0",3,"82,136,197","0,4549,15624",7,"circRNA","gene-TRAPPC10","rna-XM_019745722.1","1,2,3","None|NW_017739146.1:3139652-3143547",1.02297083345,1.47052057308,0.697707855083
