"","chrom","start","end","name","score","strand","thickStart","thickEnd","itemRgb","exonCount","exonSize","exonOffsets","readNumber","circType","geneName","isoformName","index","flankIntron","FPBcirc","FPBlinear","CIRCscore"
"1","NW_017739486.1",71052,71386,"circular_RNA/5",0,"+",71052,71052,"0,0,0",2,"110,80","0,254",5,"circRNA","gene-UBE2I","rna-XM_019713174.1","5,6","NW_017739486.1:65763-71052|NW_017739486.1:71386-74325",0.891038810458,0.356415524183,2.45906286986
"2","NW_017739486.1",117831,142361,"circular_RNA/17",1,"-",117831,117831,"0,0,0",9,"178,63,86,85,118,136,134,177,210","0,5748,7609,8424,11566,12906,14846,15229,24320",17,"circRNA","gene-UNKL","rna-XM_019713157.1","10,9,8,7,6,5,4,3,2","NW_017739486.1:111620-117831|NW_017739486.1:142361-143103",3.02953195556,0.14850646841,19.1760751851
"3","NW_017739486.1",308200,333999,"circular_RNA/2",1,"+",308200,308200,"0,0,0",5,"347,194,154,84,49","0,11052,16861,22326,25750",2,"circRNA","gene-CRAMP1","rna-XM_019713172.1","2,3,4,5,6","NW_017739486.1:306232-308200|NW_017739486.1:333999-342089",0.356415524183,0.31186358366,1.13841870527
"4","NW_017739486.1",319252,325215,"circular_RNA/1",1,"+",319252,319252,"0,0,0",2,"194,154","0,5809",1,"circRNA","gene-CRAMP1","rna-XM_019713172.1","3,4","NW_017739486.1:308547-319252|NW_017739486.1:325215-330526",0.178207762092,0.31186358366,0.5847438842
"5","NW_017739486.1",325061,333999,"circular_RNA/3",1,"+",325061,325061,"0,0,0",3,"154,84,49","0,5465,8889",3,"circRNA","gene-CRAMP1","rna-XM_019713172.1","4,5,6","NW_017739486.1:319446-325061|NW_017739486.1:333999-342089",0.534623286275,0.31186358366,1.69209352634
"6","NW_017739486.1",904165,914091,"circular_RNA/2",1,"-",904165,904165,"0,0,0",9,"151,211,156,155,130,144,182,174,121","0,1083,1565,1996,2316,2989,4870,6902,9805",2,"circRNA","gene-ABCA3","rna-XM_019713176.1","18,17,16,15,14,13,12,11,10","NW_017739486.1:902429-904165|NW_017739486.1:914091-914397",0.356415524183,0.167069776961,2.06932843352
"7","NW_017739259.1",2250133,2264045,"circular_RNA/4",1,"+",2250133,2250133,"0,0,0",7,"106,117,132,129,70,65,85","0,1597,5336,7971,8755,11393,13827",4,"circRNA","gene-PIK3C3","rna-XM_019751746.1","14,15,16,17,18,19,20","NW_017739259.1:2242684-2250133|NW_017739259.1:2264045-2269001",0.712831048367,0.222759702615,3.10548192082
"8","NW_017739358.1",366749,368002,"circular_RNA/83",0,"+",366749,366749,"0,0,0",2,"139,166","0,1087",83,"circRNA","gene-STAU1","rna-XM_019756158.1","6,7","NW_017739358.1:364819-366749|NW_017739358.1:368002-377414",14.7912442536,0.610998041457,23.8346069802
"9","NW_017739358.1",366749,377513,"circular_RNA/5",0,"+",366749,366749,"0,0,0",3,"139,166,99","0,1087,10665",5,"circRNA","gene-STAU1","rna-XM_019756158.1","6,7,8","NW_017739358.1:364819-366749|NW_017739358.1:377513-381478",0.891038810458,0.610998041457,1.45095274108
"10","NW_017739358.1",366749,383034,"circular_RNA/1",0,"+",366749,366749,"0,0,0",5,"139,166,99,231,144","0,1087,10665,14729,16141",1,"circRNA","gene-STAU1","rna-XM_019756158.1","6,7,8,9,10","NW_017739358.1:364819-366749|NW_017739358.1:383034-384900",0.178207762092,0.610998041457,0.303073036511
"11","NW_017739358.1",447494,468227,"circular_RNA/1",0,"-",447494,447494,"0,0,0",13,"115,55,139,136,130,131,161,173,152,170,41,100,148","0,1372,1533,2435,5568,5869,7421,8700,12539,16425,16697,19330,20585",1,"circRNA","gene-ARFGEF2","rna-XM_019756154.1","34,33,32,31,30,29,28,27,26,25,24,23,22","NW_017739358.1:446698-447494|NW_017739358.1:468227-468889",0.178207762092,0.759727827864,0.244512092819
"12","NW_017739358.1",648356,663187,"circular_RNA/1",1,"+",648356,648356,"0,0,0",3,"72,123,105","0,3860,14726",1,"circRNA","gene-PREX1","rna-XM_019756164.1","2,3,4","NW_017739358.1:581328-648356|NW_017739358.1:663187-670231",0.178207762092,0.187346621686,0.953691329925
"13","NW_017739358.1",732574,733516,"circular_RNA/1",0,"+",732574,732574,"0,0,0",2,"137,121","0,821",1,"circRNA","gene-PREX1","rna-XM_019756164.1","20,21","NW_017739358.1:730812-732574|NW_017739358.1:733516-735594",0.178207762092,0.187346621686,0.953691329925
"14","NW_017739245.1",97565,98520,"circular_RNA/1",0,"+",97565,97565,"0,0,0",1,"955","0",1,"ciRNA","gene-CLK3","rna-XM_019750998.1","11","NW_017739245.1:97565-98569",0.178207762092,0.400967464706,0.457962681369
"15","NW_017739245.1",99900,100447,"circular_RNA/3",1,"+",99900,99900,"0,0,0",1,"547","0",3,"ciRNA","gene-CLK3","rna-XM_019750998.1","16","NW_017739245.1:99900-100447",0.534623286275,0.400967464706,1.32522239118
"16","NW_017739245.1",121322,143426,"circular_RNA/3",1,"-",121322,121322,"0,0,0",4,"336,317,209,127","0,12571,15508,21977",3,"circRNA","gene-EDC3","rna-XM_019751002.1","5,4,3,2","NW_017739245.1:109662-121322|NW_017739245.1:143426-150652",0.534623286275,0.891038810458,0.604439320431
"17","NW_017739245.1",650033,661400,"circular_RNA/6",0,"-",650033,650033,"0,0,0",5,"95,93,174,170,574","0,951,4845,8417,10793",6,"circRNA","gene-SIN3A","rna-XM_019750985.1","19,18,17,16,15","NW_017739245.1:645930-650033|NW_017739245.1:661400-662751",1.06924657255,0.222759702615,4.6367414996
"18","NW_017739245.1",658450,661400,"circular_RNA/6",0,"-",658450,658450,"0,0,0",2,"170,574","0,2376",6,"circRNA","gene-SIN3A","rna-XM_019750985.1","16,15","NW_017739245.1:655052-658450|NW_017739245.1:661400-662751",1.06924657255,0.222759702615,4.6367414996
"19","NW_017739245.1",806709,809421,"circular_RNA/5",1,"-",806709,806709,"0,0,0",2,"148,163","0,2549",5,"circRNA","gene-SNUPN","rna-XM_019750990.1","3,2","NW_017739245.1:801965-806709|NW_017739245.1:809421-811764",0.891038810458,0.980142691504,0.910009050402
"20","NW_017739820.1",64177,94645,"circular_RNA/1",1,"+",64177,64177,"0,0,0",5,"137,67,99,207,153","0,24665,27863,28708,30315",1,"circRNA","gene-HUWE1","rna-XM_019718905.1","3,4,5,6,7","NW_017739820.1:58351-64177|NW_017739820.1:94645-114913",0.178207762092,0.347505136079,0.526447715287
"21","NW_017739820.1",88842,94645,"circular_RNA/9",1,"+",88842,88842,"0,0,0",4,"67,99,207,153","0,3198,4043,5650",9,"circRNA","gene-HUWE1","rna-XM_019718905.1","4,5,6,7","NW_017739820.1:64314-88842|NW_017739820.1:94645-114913",1.60386985882,0.347505136079,4.51425642865
"22","NW_017739820.1",143596,145935,"circular_RNA/4",0,"+",143596,143596,"0,0,0",4,"107,178,92,212","0,399,1448,2127",4,"circRNA","gene-HUWE1","rna-XM_019718905.1","21,22,23,24","NW_017739820.1:126024-143596|NW_017739820.1:145935-151110",0.712831048367,0.347505136079,2.0218759828
"23","NW_017739820.1",193520,194362,"circular_RNA/1",1,"+",193520,193520,"0,0,0",2,"212,183","0,659",1,"circRNA","gene-HUWE1","rna-XM_019718905.1","49,50","NW_017739820.1:189606-193520|NW_017739820.1:194362-197488",0.178207762092,0.347505136079,0.526447715287
"24","NW_017739820.1",199791,200965,"circular_RNA/5",0,"+",199791,199791,"0,0,0",3,"99,134,169","0,686,1005",5,"circRNA","gene-HUWE1","rna-XM_019718905.1","54,55,56","NW_017739820.1:198977-199791|NW_017739820.1:200965-202270",0.891038810458,0.347505136079,2.52035207197
