"","chrom","start","end","name","n_reads","strand","n_uniq","uniq_bridges","best_qual_left","best_qual_right","tissues","tiss_counts","edits","anchor_overlap","breakpoints","signal","strandmatch","category"
"1","scaffold0005",5997834,5998922,"hsa_circ_000001",2,"-",2,1,5,5,"my_test_mpi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"2","scaffold0012",60626921,60668541,"hsa_circ_000004",6,"-",1,6,40,40,"my_test_mpi2",6,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"3","scaffold0017",13115237,13115701,"hsa_circ_000005",8,"-",3,8,40,40,"my_test_mpi2",8,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"4","scaffold0008",42483469,42499768,"hsa_circ_000006",2,"+",2,2,40,40,"my_test_mpi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"5","scaffold0015",35929584,35929831,"hsa_circ_000007",6,"-",2,6,40,40,"my_test_mpi2",6,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"6","scaffold0006",38192649,38292524,"hsa_circ_000008",9,"+",7,8,40,40,"my_test_mpi2",9,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"7","scaffold0011",26662480,26684731,"hsa_circ_000009",5,"-",2,5,5,40,"my_test_mpi2",5,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"8","scaffold0015",1508800,1509024,"hsa_circ_000010",2,"-",2,2,35,40,"my_test_mpi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"9","scaffold0030",1447758,1448720,"hsa_circ_000012",11,"-",5,11,40,40,"my_test_mpi2",11,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"10","scaffold0051",461910,463902,"hsa_circ_000015",5,"+",2,5,5,40,"my_test_mpi2",5,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
