"","seqnames","start","end","width","strand","source","type","score","phase","circ_id","circ_type","bsj","fsj","junc_ratio","gene_id","gene_name","gene_type"
"1","1",843886,844561,676,"+","CIRIquant","circRNA",0.0266,NA,"1:843886|844561","exon","2.000","10.000","0.286","ENSG00000228794","LINC01128","lncRNA"
"2","1",1223244,1223968,725,"-","CIRIquant","circRNA",0.1331,NA,"1:1223244|1223968","exon","10.000","26.000","0.435","ENSG00000078808","SDF4","protein_coding"
"3","1",1676064,1676846,783,"-","CIRIquant","circRNA",0.0133,NA,"1:1676064|1676846","exon","1.000","12.000","0.143","ENSG00000189339","SLC35E2B","protein_coding"
"4","1",1815756,1839238,23483,"-","CIRIquant","circRNA",0.0532,NA,"1:1815756|1839238","exon","4.000","33.000","0.195","ENSG00000078369","GNB1","protein_coding"
"5","1",2018129,2018306,178,"+","CIRIquant","circRNA",0.0266,NA,"1:2018129|2018306","intergenic","2.000","18.000","0.182",NA,NA,NA
"6","1",2294126,2294368,243,"+","CIRIquant","circRNA",0.0266,NA,"1:2294126|2294368","intron","2.000","28.000","0.125","ENSG00000157933","SKI","protein_coding"
"7","1",3528533,3528695,163,"+","CIRIquant","circRNA",0.0133,NA,"1:3528533|3528695","antisense","1.000","30.000","0.062","ENSG00000162591","MEGF6","protein_coding"
"8","1",3991940,3992103,164,"+","CIRIquant","circRNA",0.0266,NA,"1:3991940|3992103","intron","2.000","18.000","0.182","ENSG00000284668","LINC02780","lncRNA"
"9","1",4098071,4098286,216,"+","CIRIquant","circRNA",0.0266,NA,"1:4098071|4098286","intergenic","2.000","19.000","0.174",NA,NA,NA
"10","1",5237210,5237375,166,"-","CIRIquant","circRNA",0.0266,NA,"1:5237210|5237375","intergenic","2.000","9.000","0.308",NA,NA,NA
"11","1",5758044,5758214,171,"-","CIRIquant","circRNA",0.0133,NA,"1:5758044|5758214","intron","1.000","20.000","0.091","ENSG00000289893",NA,"lncRNA"
"12","1",7777160,7778169,1010,"+","CIRIquant","circRNA",0.0266,NA,"1:7777160|7778169","exon","2.000","15.000","0.211","ENSG00000049245","VAMP3","protein_coding"
"13","1",8541214,8557523,16310,"-","CIRIquant","circRNA",0.0532,NA,"1:8541214|8557523","exon","4.000","10.000","0.444","ENSG00000142599","RERE","protein_coding"
"14","1",8541214,8614686,73473,"-","CIRIquant","circRNA",0.0532,NA,"1:8541214|8614686","exon","4.000","6.000","0.571","ENSG00000142599","RERE","protein_coding"
"15","1",9132842,9133024,183,"-","CIRIquant","circRNA",0.0133,NA,"1:9132842|9133024","intergenic","1.000","7.000","0.222",NA,NA,NA
"16","1",9931891,9934860,2970,"-","CIRIquant","circRNA",0.0799,NA,"1:9931891|9934860","exon","6.000","3.000","0.800","ENSG00000162441","LZIC","protein_coding"
"17","1",10371141,10375373,4233,"+","CIRIquant","circRNA",0.0133,NA,"1:10371141|10375373","exon","1.000","30.000","0.062","ENSG00000054523","KIF1B","protein_coding"
"18","1",10403071,10404279,1209,"+","CIRIquant","circRNA",0.0133,NA,"1:10403071|10404279","exon","1.000","103.000","0.019","ENSG00000142657","PGD","protein_coding"
"19","1",10403071,10408140,5070,"+","CIRIquant","circRNA",0.0399,NA,"1:10403071|10408140","exon","3.000","3.000","0.667","ENSG00000142657","PGD","protein_coding"
"20","1",10440347,10442441,2095,"+","CIRIquant","circRNA",0.0532,NA,"1:10440347|10442441","exon","4.000","10.000","0.444","ENSG00000251503,ENSG00000175279","CENPS-CORT,CENPS","protein_coding,protein_coding"
"21","1",10467190,10469338,2149,"-","CIRIquant","circRNA",0.0133,NA,"1:10467190|10469338","exon","1.000","30.000","0.062","ENSG00000160049","DFFA","protein_coding"
"22","1",10784392,10784536,145,"-","CIRIquant","circRNA",0.0266,NA,"1:10784392|10784536","intron","2.000","17.000","0.190","ENSG00000130940","CASZ1","protein_coding"
"23","1",11016782,11016970,189,"+","CIRIquant","circRNA",0.0133,NA,"1:11016782|11016970","intron","1.000","14.000","0.125","ENSG00000120948","TARDBP","protein_coding"
"24","1",12017056,12017204,149,"+","CIRIquant","circRNA",0.0133,NA,"1:12017056|12017204","intergenic","1.000","13.000","0.133",NA,NA,NA
"25","1",12578718,12579412,695,"-","CIRIquant","circRNA",0.0133,NA,"1:12578718|12579412","exon","1.000","26.000","0.071","ENSG00000162496,ENSG00000276830","DHRS3,MIR6730","protein_coding,miRNA"
