"","chrom","start","end","name","n_reads","strand","n_uniq","uniq_bridges","best_qual_left","best_qual_right","tissues","tiss_counts","edits","anchor_overlap","breakpoints","signal","strandmatch","category"
"1","scaffold0030",1784171,1788172,"hsa_circ_000002",5,"-",1,5,40,5,"my_test_mpi1",5,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"2","scaffold0001",154863719,154875697,"hsa_circ_000003",3,"+",3,3,40,5,"my_test_mpi1",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"3","scaffold0029",4195973,4196582,"hsa_circ_000005",4,"-",1,4,40,5,"my_test_mpi1",4,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"4","scaffold0007",88873472,88874014,"hsa_circ_000007",4,"-",3,4,5,40,"my_test_mpi1",4,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"5","scaffold0006",90123084,90154810,"hsa_circ_000008",6,"+",1,6,5,5,"my_test_mpi1",6,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"6","scaffold0009",79136881,79137099,"hsa_circ_000009",13,"+",3,13,40,40,"my_test_mpi1",13,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"7","scaffold0013",1779518,1807346,"hsa_circ_000010",2,"+",1,2,40,40,"my_test_mpi1",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"8","scaffold0006",89833354,89837285,"hsa_circ_000011",3,"+",1,3,35,40,"my_test_mpi1",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"9","scaffold0022",31507149,31507427,"hsa_circ_000015",2,"-",1,2,40,40,"my_test_mpi1",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"10","scaffold0011",59728726,59729905,"hsa_circ_000016",7,"-",5,3,40,40,"my_test_mpi1",7,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"11","scaffold0001",161215406,161226524,"hsa_circ_000017",2,"+",1,2,5,40,"my_test_mpi1",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"12","scaffold0008",80054198,80054673,"hsa_circ_000018",4,"-",2,4,40,40,"my_test_mpi1",4,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"13","scaffold0015",35929584,35929831,"hsa_circ_000019",6,"-",2,6,40,40,"my_test_mpi1",6,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"14","scaffold0014",44649372,44673484,"hsa_circ_000020",2,"+",2,2,35,40,"my_test_mpi1",2,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"15","scaffold0003",101438015,101439444,"hsa_circ_000021",5,"-",4,4,40,40,"my_test_mpi1",5,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"16","scaffold0021",769100,780132,"hsa_circ_000022",2,"+",1,2,35,40,"my_test_mpi1",2,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"17","scaffold0004",30229208,30229910,"hsa_circ_000023",3,"+",2,2,5,40,"my_test_mpi1",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"18","scaffold0006",38192649,38292524,"hsa_circ_000024",5,"+",3,5,40,40,"my_test_mpi1",5,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
