"","chrom","start","end","name","n_reads","strand","n_uniq","uniq_bridges","best_qual_left","best_qual_right","tissues","tiss_counts","edits","anchor_overlap","breakpoints","signal","strandmatch","category"
"1","19",573912,574087,"mma_circ_000001",82,"+",3,82,40,5,"my_test_mma2",82,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"2","8",118219158,118219337,"mma_circ_000002",26,"+",5,26,37,40,"my_test_mma2",26,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"3","6",148776278,148779673,"mma_circ_000003",24,"-",3,24,40,40,"my_test_mma2",24,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"4","10",97266963,97273038,"mma_circ_000004",46,"+",6,46,40,40,"my_test_mma2",46,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"5","16",53473663,53475629,"mma_circ_000006",26,"-",4,26,40,40,"my_test_mma2",26,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"6","X",47784572,47844570,"mma_circ_000007",36,"+",4,24,40,5,"my_test_mma2",36,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"7","16",64306917,64320611,"mma_circ_000008",51,"+",2,51,40,5,"my_test_mma2",51,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"8","5",153311662,153329317,"mma_circ_000009",2,"+",2,2,40,40,"my_test_mma2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"9","5",63824493,63824624,"mma_circ_000011",2,"+",2,2,40,40,"my_test_mma2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"10","2",153230667,153233954,"mma_circ_000012",27,"-",1,27,40,40,"my_test_mma2",27,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"11","2",98593595,98593763,"mma_circ_000013",19,"+",1,19,5,40,"my_test_mma2",19,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"12","11",95836290,95836440,"mma_circ_000014",31,"-",4,31,40,40,"my_test_mma2",31,2,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
"13","20",62053362,62063694,"mma_circ_000015",13,"+",2,13,40,40,"my_test_mma2",13,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"14","1",96816928,96817632,"mma_circ_000016",52,"-",6,52,5,40,"my_test_mma2",52,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"15","7",114648143,114650110,"mma_circ_000018",30,"-",3,29,5,5,"my_test_mma2",30,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"16","5",48115881,48140883,"mma_circ_000019",47,"-",5,47,40,40,"my_test_mma2",47,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"17","2",62565200,62601111,"mma_circ_000020",37,"-",9,37,37,40,"my_test_mma2",37,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"18","10",28897860,28900185,"mma_circ_000021",32,"-",4,32,5,40,"my_test_mma2",32,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"19","19",4363170,4364905,"mma_circ_000023",74,"-",7,74,40,40,"my_test_mma2",74,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"20","1",132422733,132459642,"mma_circ_000024",41,"+",5,41,40,5,"my_test_mma2",41,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"21","16",7292500,7292689,"mma_circ_000025",25,"-",1,25,5,40,"my_test_mma2",25,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"22","11",123476124,123479781,"mma_circ_000026",40,"+",5,40,5,40,"my_test_mma2",40,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"23","20",72664966,72665185,"mma_circ_000028",378,"+",25,378,40,40,"my_test_mma2",378,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"24","16",78433925,78434114,"mma_circ_000029",21,"+",2,21,40,5,"my_test_mma2",21,2,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
"25","12",105257752,105257922,"mma_circ_000030",21,"+",3,21,5,5,"my_test_mma2",21,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"26","18",35522421,35535481,"mma_circ_000031",5,"+",2,4,40,35,"my_test_mma2",5,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"27","2",77161053,77217792,"mma_circ_000032",66,"+",13,66,40,40,"my_test_mma2",66,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"28","8",54418041,54423693,"mma_circ_000034",38,"-",7,38,40,40,"my_test_mma2",38,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"29","8",31407115,31451778,"mma_circ_000035",65,"+",8,65,5,5,"my_test_mma2",65,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"30","7",52546267,52547821,"mma_circ_000036",59,"-",8,59,40,40,"my_test_mma2",59,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"31","6",140811264,140812461,"mma_circ_000037",47,"-",12,47,40,37,"my_test_mma2",47,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"32","18",70872743,70877889,"mma_circ_000038",8,"+",3,8,37,5,"my_test_mma2",8,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"33","6",76449776,76498869,"mma_circ_000039",63,"+",9,63,40,5,"my_test_mma2",63,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"34","X",116481137,116506947,"mma_circ_000041",48,"-",5,48,5,40,"my_test_mma2",48,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"35","14",48337636,48338524,"mma_circ_000042",40,"-",3,40,5,5,"my_test_mma2",40,2,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
"36","11",48938780,48939295,"mma_circ_000043",55,"+",5,55,5,5,"my_test_mma2",55,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"37","2",195700344,195700641,"mma_circ_000044",2,"+",2,1,35,5,"my_test_mma2",2,2,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
