"","chrom","start","end","name","score","strand","thickStart","thickEnd","itemRgb","exonCount","exonSize","exonOffsets","readNumber","circType","geneName","isoformName","index","flankIntron","FPBcirc","FPBlinear","CIRCscore"
"1","20",2986764,2988474,"circular_RNA/1",0,"+",2986764,2986764,"0,0,0",3,"85,74,137","0,1267,1573",1,"circRNA","ENSG00000132670","ENST00000455631","4,5,6","20:2965202-2986764|20:2988474-3005055",0.0459279449286,0.0798746868323,0.622288064636
"2","20",18551088,18554390,"circular_RNA/4",1,"+",18551088,18551088,"0,0,0",2,"87,156","0,3146",4,"circRNA","ENSG00000101310","ENST00000336714","17,18","20:18548770-18551088|20:18554390-18555107",0.183711779714,0,19.3711779714
"3","20",19990005,19992299,"circular_RNA/1",0,"+",19990005,19990005,"0,0,0",2,"306,132","0,2162",1,"circRNA","ENSG00000132669","ENST00000255006","10,11","20:19975787-19990005|20:19992299-19996678",0.0459279449286,0.419092497473,0.130340067137
"4","20",21340720,21346550,"circular_RNA/3",0,"+",21340720,21340720,"0,0,0",3,"132,119,136","0,3369,5694",3,"circRNA","ENSG00000088930","ENST00000377191","15,16,17","20:21339088-21340720|20:21346550-21348145",0.137783834786,0.0823535564237,1.60019646789
"5","20",21365420,21368590,"circular_RNA/7",0,"+",21365420,21365420,"0,0,0",3,"69,132,128","0,152,3042",7,"circRNA","ENSG00000088930","ENST00000377191","25,26,27","20:21357792-21365420|20:21368590-21381993",0.3214956145,0.0823535564237,3.58941904716
"6","20",32316217,32316874,"circular_RNA/4",0,"+",32316217,32316217,"0,0,0",3,"102,123,119","0,309,538",4,"circRNA","ENSG00000101350","ENST00000375712","3,4,5","20:32311181-32316217|20:32316874-32326770",0.183711779714,0.0861148967411,2.01541890261
"7","20",32366383,32369123,"circular_RNA/10",1,"+",32366383,32366383,"0,0,0",3,"83,3,109","0,1343,2631",10,"circRNA","ENSG00000171456","ENST00000651418","2,3,4","20:32358832-32366383|20:32369123-32428127",0.459279449286,0.0535826024167,7.38062664077
"8","20",34096656,34098633,"circular_RNA/1",0,"-",34096656,34096656,"0,0,0",3,"149,101,136","0,759,1841",1,"circRNA","ENSG00000125977","ENST00000374980","6,5,4","20:34093731-34096656|20:34098633-34103461",0.0459279449286,0.258344690223,0.2084183029
"9","20",35016007,35021356,"circular_RNA/1",0,"-",35016007,35016007,"0,0,0",2,"132,167","0,5182",1,"circRNA","ENSG00000100991","ENST00000252015","10,9","20:35013066-35016007|20:35021356-35035122",0.0459279449286,0.775671958794,0.0711848555909
"10","20",35630438,35631034,"circular_RNA/2",1,"-",35630438,35630438,"0,0,0",3,"52,55,134","0,302,462",2,"circRNA","ENSG00000214078","ENST00000352393","15,14,13","20:35627413-35630438|20:35631034-35631113",0.0918558898572,0.422537093343,0.235484751308
"11","20",35655201,35658982,"circular_RNA/2",1,"-",35655201,35655201,"0,0,0",2,"143,53","0,3728",2,"circRNA","ENSG00000214078","ENST00000352393","3,2","20:35632923-35655201|20:35658982-35664759",0.0918558898572,0.422537093343,0.235484751308
"12","20",35655201,35659014,"circular_RNA/5",0,"-",35655201,35655201,"0,0,0",2,"143,85","0,3728",5,"circRNA","ENSG00000214078","ENST00000437100","3,2","20:35632923-35655201|20:35659014-35664759",0.229639724643,0.422537093343,0.554032771596
"13","20",35729311,35732135,"circular_RNA/5",0,"-",35729311,35729311,"0,0,0",3,"54,66,195","0,150,2629",5,"circRNA","ENSG00000131051","ENST00000639702","7,6,5","20:35725155-35729311|20:35732135-35734185",0.229639724643,0,23.9639724643
"14","20",35842572,35858381,"circular_RNA/3",1,"+",35842572,35842572,"0,0,0",3,"172,85,80","0,4777,15729",3,"circRNA","ENSG00000025293","ENST00000461122","3,4,5","20:35838442-35842572|20:35858381-35863012",0.137783834786,0.0918558898572,1.45091103709
"15","20",36607714,36609730,"circular_RNA/13",1,"+",36607714,36607714,"0,0,0",2,"104,130","0,1886",13,"circRNA","ENSG00000259399","ENST00000558530","3,4","20:36578966-36607714|20:36609730-36612009",0.597063284072,0.137783834786,4.10777866843
"16","20",37047052,37055656,"circular_RNA/2",0,"-",37047052,37047052,"0,0,0",2,"138,104","0,8500",2,"circRNA","ENSG00000080839","ENST00000373664","12,11","20:37044250-37047052|20:37055656-37056145",0.0918558898572,0.0043740899932,7.08607570325
"17","20",41267462,41269083,"circular_RNA/7",1,"-",41267462,41267462,"0,0,0",2,"150,94","0,1527",7,"circRNA","ENSG00000174306","ENST00000560361","3,2","20:41239704-41267462|20:41269083-41299965",0.3214956145,0,33.14956145
"18","20",41512845,41514952,"circular_RNA/5",0,"-",41512845,41512845,"0,0,0",2,"150,148","0,1959",5,"circRNA","ENSG00000124177","ENST00000373233","5,4","20:41499357-41512845|20:41514952-41533049",0.229639724643,0.0153093149762,9.46843977675
"19","20",47736702,47757463,"circular_RNA/5",0,"-",47736702,47736702,"0,0,0",2,"240,275","0,20486",5,"circRNA","ENSG00000196562","ENST00000698128","3,2","20:47690295-47736702|20:47757463-47786047",0.229639724643,0.103337876089,2.11438340749
"20","20",48953555,48963898,"circular_RNA/6",1,"+",48953555,48953555,"0,0,0",2,"235,69","0,10274",6,"circRNA","ENSG00000124198","ENST00000371917","6,7","20:48952884-48953555|20:48963898-48965871",0.275567669572,0.096690410376,2.67660109813
"21","20",51712965,51729978,"circular_RNA/2",1,"-",51712965,51712965,"0,0,0",3,"109,114,145","0,12853,16868",2,"circRNA","ENSG00000054793","ENST00000311637","4,3,2","20:51676208-51712965|20:51729978-51768301",0.0918558898572,0.108866239831,0.856895027571
"22","20",58438944,58441083,"circular_RNA/11",0,"+",58438944,58438944,"0,0,0",2,"81,177","0,1962",11,"circRNA","ENSG00000124164","ENST00000475243","4,5","20:58434705-58438944|20:58441083-58444076",0.505207394215,0.293938847543,1.69510215091
"23","20",62139074,62140944,"circular_RNA/1",0,"-",62139074,62139074,"0,0,0",3,"123,125,127","0,706,1743",1,"circRNA","ENSG00000101182","ENST00000370873","4,3,2","20:62138290-62139074|20:62140944-62143207",0.0459279449286,1.07930670582,0.0513426977267
"24","20",62286582,62289330,"circular_RNA/5",1,"+",62286582,62286582,"0,0,0",2,"129,124","0,2624",5,"circRNA","ENSG00000130703","ENST00000644535","12,13","20:62286488-62286582|20:62289330-62291702",0.229639724643,0.206675752179,1.10598312101
"25","20",63680719,63680949,"circular_RNA/1",1,"+",63680719,63680719,"0,0,0",1,"230","0",1,"ciRNA","ENSG00000258366","ENST00000370018","14","20:63680719-63685522",0.0459279449286,0.0688919173929,0.708918565765
"26","20",63775677,63790790,"circular_RNA/5",0,"-",63775677,63775677,"0,0,0",2,"285,970","0,14143",5,"circRNA","ENSG00000130584","ENST00000245663","3,2","20:63752861-63775677|20:63790790-63831096",0.229639724643,0,23.9639724643
"27","21",15014343,15043574,"circular_RNA/10",1,"-",15014343,15014343,"0,0,0",2,"123,80","0,29151",10,"circRNA","ENSG00000180530","ENST00000318948","3,2","21:14968526-15014343|21:15043574-15064744",0.459279449286,0.0688919173929,5.948384382
"28","21",15762890,15791664,"circular_RNA/2",1,"+",15762890,15762890,"0,0,0",4,"78,145,124,163","0,3106,15013,28611",2,"circRNA","ENSG00000155313","ENST00000400183","2,3,4,5","21:15730438-15762890|21:15791664-15799756",0.0918558898572,0.0459279449286,1.82119850796
"29","21",26021839,26022042,"circular_RNA/2",0,"-",26021839,26021839,"0,0,0",1,"203","0",2,"circRNA","ENSG00000142192","ENST00000707132","7","21:25982477-26021839|21:26022042-26050999",0.0918558898572,1.23431351996,0.0818570948747
"30","21",26050999,26112146,"circular_RNA/3",1,"-",26050999,26050999,"0,0,0",4,"194,113,130,168","0,2236,38943,60979",3,"circRNA","ENSG00000142192","ENST00000707132","6,5,4,3","21:26022042-26050999|21:26112146-26128647",0.137783834786,1.23431351996,0.118767362417
"31","21",29321220,29321514,"circular_RNA/3",1,"+",29321220,29321220,"0,0,0",1,"294","0",3,"circRNA","ENSG00000156273","ENST00000286800","2","21:29298953-29321220|21:29321514-29326058",0.137783834786,0.0229639724643,4.48319252014
"32","21",33432176,33432871,"circular_RNA/8",1,"+",33432176,33432176,"0,0,0",2,"160,158","0,537",8,"circRNA","ENSG00000159128","ENST00000290219","5,6","21:33427032-33432176|21:33432871-33436827",0.367423559429,0.168402464738,2.11557368326
"33","21",33818266,33829745,"circular_RNA/5",0,"+",33818266,33818266,"0,0,0",5,"206,83,167,46,122","0,974,5220,8551,11357",5,"circRNA","ENSG00000205726","ENST00000399353","22,23,24,25,26","21:33814072-33818266|21:33829745-33834306",0.229639724643,0,23.9639724643
"34","21",34834409,34859578,"circular_RNA/2",1,"-",34834409,34834409,"0,0,0",2,"192,105","0,25064",2,"circRNA","ENSG00000159216","ENST00000344691","4,3","21:34799462-34834409|21:34859578-34880556",0.0918558898572,0,10.1855889857
