"","chrom","start","end","name","score","strand","thickStart","thickEnd","itemRgb","exonCount","exonSize","exonOffsets","readNumber","circType","geneName","isoformName","index","flankIntron","FPBcirc","FPBlinear","CIRCscore"
"1","scaffold0079",114921,119285,"circular_RNA/9",0,"-",114921,114921,"0,0,0",4,"83,84,151,110","0,2335,2785,4254",9,"circRNA","ENSMFUG00079000423243","ENSMFUG00079000423243.t2","8,7,6,5","scaffold0079:101754-114921|scaffold0079:119285-126836",0.543221161379,0.36214744092,1.48656446491
"2","scaffold0079",130094,134579,"circular_RNA/32",0,"-",130094,130094,"0,0,0",2,"163,129","0,4356",32,"circRNA","ENSMFUG00079000423243","ENSMFUG00079000423243.t2","3,2","scaffold0079:126935-130094|scaffold0079:134579-134902",1.93145301824,0.36214744092,5.21689202925
"3","scaffold0079",197294,230221,"circular_RNA/1",0,"-",197294,197294,"0,0,0",11,"110,45,200,268,107,201,135,33,115,73,121","0,431,6643,10513,15709,16990,18613,26205,26338,28385,32806",1,"circRNA","ENSMFUG00079000622243","ENSMFUG00079000622243.t1","13,12,11,10,9,8,7,6,5,4,3","scaffold0079:191282-197294|scaffold0079:230221-236845",0.0603579068199,0.637111238655,0.108726139521
"4","scaffold0079",213003,214485,"circular_RNA/7",0,"-",213003,213003,"0,0,0",2,"107,201","0,1281",7,"circRNA","ENSMFUG00079000622243","ENSMFUG00079000622243.t1","9,8","scaffold0079:208075-213003|scaffold0079:214485-215907",0.42250534774,0.637111238655,0.668363214706
"5","scaffold0079",215907,225752,"circular_RNA/5",1,"-",215907,215907,"0,0,0",4,"135,33,115,73","0,7592,7725,9772",5,"circRNA","ENSMFUG00079000622243","ENSMFUG00079000622243.t1","7,6,5,4","scaffold0079:214485-215907|scaffold0079:225752-230100",0.3017895341,0.637111238655,0.481817522978
"6","scaffold0079",215907,230221,"circular_RNA/21",0,"-",215907,215907,"0,0,0",5,"135,33,115,73,121","0,7592,7725,9772,14193",21,"circRNA","ENSMFUG00079000622243","ENSMFUG00079000622243.t1","7,6,5,4,3","scaffold0079:214485-215907|scaffold0079:230221-236845",1.26751604322,0.637111238655,1.9741830568
"7","scaffold0079",333379,339403,"circular_RNA/8",0,"+",333379,333379,"0,0,0",3,"101,141,101","0,2249,5923",8,"circRNA","ENSMFUG00079000824241","ENSMFUG00079000824241.t5","4,5,6","scaffold0079:329889-333379|scaffold0079:339403-340335",0.482863254559,0.325932696828,1.46714880455
"8","scaffold0079",333379,344312,"circular_RNA/5",0,"+",333379,333379,"0,0,0",5,"101,141,101,81,177","0,2249,5923,6956,10756",5,"circRNA","ENSMFUG00079000824241","ENSMFUG00079000824241.t5","4,5,6,7,8","scaffold0079:329889-333379|scaffold0079:344312-351255",0.3017895341,0.325932696828,0.928130953146
"9","scaffold0079",334913,339403,"circular_RNA/7",0,"+",334913,334913,"0,0,0",3,"101,141,101","0,715,4389",7,"circRNA","ENSMFUG00079000824241","ENSMFUG00079000824241.t3","5,6,7","scaffold0079:332661-334913|scaffold0079:339403-340335",0.42250534774,0.325932696828,1.28747618741
"10","scaffold0077",305875,315444,"circular_RNA/9",0,"-",305875,305875,"0,0,0",7,"171,117,92,119,145,43,136","0,1284,1524,1712,5283,9003,9433",9,"circRNA","ENSMFUG00077000909243","ENSMFUG00077000909243.t3","8,7,6,5,4,3,2","scaffold0077:304687-305875|scaffold0077:315444-342686",0.543221161379,0.861471942794,0.634812360803
"11","scaffold0075",352894,357341,"circular_RNA/11",0,"+",352894,352894,"0,0,0",5,"132,112,83,144,93","0,2118,2616,3632,4354",11,"circRNA","ENSMFUG00075000523243","ENSMFUG00075000523243.t1","4,5,6,7,8","scaffold0075:348952-352894|scaffold0075:357341-359674",0.663936975019,0.167660852278,3.79339041988
"12","scaffold0075",384453,384956,"circular_RNA/3",0,"-",384453,384453,"0,0,0",1,"503","0",3,"ciRNA","ENSMFUG00075000623243","ENSMFUG00075000623243.t1","8","scaffold0075:384425-384956",0.18107372046,0.613638719336,0.306385274897
"13","scaffold0075",514271,527146,"circular_RNA/25",1,"-",514271,514271,"0,0,0",6,"81,111,175,141,137,171","0,681,1926,5666,7088,12704",25,"circRNA","ENSMFUG00075000818243","ENSMFUG00075000818243.t1","13,12,11,10,9,8","scaffold0075:509462-514271|scaffold0075:527146-529787",1.5089476705,0.0804772090932,16.7881799817
"14","scaffold0075",530721,541193,"circular_RNA/4",0,"-",530721,530721,"0,0,0",3,"191,67,173","0,2871,10299",4,"circRNA","ENSMFUG00075000818243","ENSMFUG00075000818243.t1","6,5,4","scaffold0075:529931-530721|scaffold0075:541193-548591",0.24143162728,0.0804772090932,2.7789498571
"15","scaffold0075",541020,558896,"circular_RNA/12",0,"-",541020,541020,"0,0,0",3,"173,97,194","0,7571,17682",12,"circRNA","ENSMFUG00075000818243","ENSMFUG00075000818243.t1","4,3,2","scaffold0075:533659-541020|scaffold0075:558896-623574",0.724294881839,0.0804772090932,8.11579942837
"16","scaffold0074",48158,48289,"circular_RNA/4",0,"+",48158,48158,"0,0,0",1,"131","0",4,"circRNA","ENSMFUG00074000524241","ENSMFUG00074000524241.t1","3","scaffold0074:48090-48158|scaffold0074:48289-48371",0.24143162728,1.07135284605,0.232515804807
"17","scaffold0074",50702,50952,"circular_RNA/3",0,"-",50702,50702,"0,0,0",1,"250","0",3,"circRNA","ENSMFUG00074000624241","ENSMFUG00074000624241.t1","12","scaffold0074:50613-50702|scaffold0074:50952-51023",0.18107372046,4.74941279289,0.0401464904968
"18","scaffold0074",122907,123411,"circular_RNA/6",0,"-",122907,122907,"0,0,0",2,"129,210","0,294",6,"circRNA","ENSMFUG00074001324241","ENSMFUG00074001324241.t1","5,4","scaffold0074:122192-122907|scaffold0074:123411-126808",0.36214744092,4.3357096399,0.0856355973494
"19","scaffold0073",202985,206712,"circular_RNA/6",0,"-",202985,202985,"0,0,0",8,"126,126,252,201,123,126,75,165","0,244,602,1819,2121,2886,3410,3562",6,"circRNA","ENSMFUG00073000623243","ENSMFUG00073000623243.t1","34,33,32,31,30,29,28,27","scaffold0073:201931-202985|scaffold0073:206712-207616",0.36214744092,0.837465957127,0.4391296639
"20","scaffold0073",463439,463556,"circular_RNA/14",0,"+",463439,463439,"0,0,0",1,"117","0",14,"ciRNA","ENSMFUG00073001324241","ENSMFUG00073001324241.t1","6","scaffold0073:463439-463581",0.845010695479,0.533161510243,1.57413712009
"21","scaffold0073",463439,463557,"circular_RNA/1",0,"+",463439,463439,"0,0,0",1,"118","0",1,"ciRNA","ENSMFUG00073001324241","ENSMFUG00073001324241.t1","6","scaffold0073:463439-463581",0.0603579068199,0.533161510243,0.129534043729
"22","scaffold0073",463439,463558,"circular_RNA/8",0,"+",463439,463439,"0,0,0",1,"119","0",8,"ciRNA","ENSMFUG00073001324241","ENSMFUG00073001324241.t1","6","scaffold0073:463439-463581",0.482863254559,0.533161510243,0.907397238693
"23","scaffold0073",616347,616537,"circular_RNA/1",0,"+",616347,616347,"0,0,0",1,"190","0",1,"ciRNA","ENSMFUG00073002522243","ENSMFUG00073002522243.t1","8","scaffold0073:616347-616658",0.0603579068199,3.59884019414,0.0194959884714
"24","scaffold0073",616347,616541,"circular_RNA/4",0,"+",616347,616347,"0,0,0",1,"194","0",4,"ciRNA","ENSMFUG00073002522243","ENSMFUG00073002522243.t1","8","scaffold0073:616347-616658",0.24143162728,3.59884019414,0.0696710338375
"25","scaffold0073",616347,616639,"circular_RNA/29",0,"+",616347,616347,"0,0,0",1,"292","0",29,"ciRNA","ENSMFUG00073002522243","ENSMFUG00073002522243.t1","8","scaffold0073:616347-616658",1.75037929778,3.59884019414,0.487796411888
"26","scaffold0073",714266,715596,"circular_RNA/5",0,"-",714266,714266,"0,0,0",3,"129,375,215","0,645,1115",5,"circRNA","ENSMFUG00073002723243","ENSMFUG00073002723243.t1","8,7,6","scaffold0073:714072-714266|scaffold0073:715596-715674",0.3017895341,1.59948453073,0.193720118552
"27","scaffold0073",714395,714911,"circular_RNA/6",1,"-",714395,714395,"0,0,0",1,"516","0",6,"ciRNA","ENSMFUG00073002723243","ENSMFUG00073002723243.t1","7","scaffold0073:714395-714911",0.36214744092,1.59948453073,0.231221508386
"28","scaffold0073",718872,720183,"circular_RNA/7",0,"-",718872,718872,"0,0,0",1,"1311","0",7,"circRNA","ENSMFUG00073002723243","ENSMFUG00073002723243.t1","2","scaffold0073:717270-718872|scaffold0073:720183-720550",0.42250534774,1.59948453073,0.268722898221
"29","scaffold0073",861533,862389,"circular_RNA/1",1,"+",861533,861533,"0,0,0",1,"856","0",1,"ciRNA","ENSMFUG00073003222243","ENSMFUG00073003222243.t4","1","scaffold0073:861533-862390",0.0603579068199,5.00299983196,0.0140350906001
"30","scaffold0073",861533,862390,"circular_RNA/38",1,"+",861533,861533,"0,0,0",1,"857","0",38,"ciRNA","ENSMFUG00073003222243","ENSMFUG00073003222243.t4","1","scaffold0073:861533-862390",2.29360045916,5.00299983196,0.459525341388
"31","scaffold0073",864683,865489,"circular_RNA/1941",0,"+",864683,864683,"0,0,0",2,"206,198","0,608",1941,"circRNA","ENSMFUG00073003222243","ENSMFUG00073003222243.t1","5,6","scaffold0073:863760-864683|scaffold0073:865489-866298",117.154697137,5.00299983196,23.3721725642
"32","scaffold0073",880239,882455,"circular_RNA/25",0,"+",880239,880239,"0,0,0",2,"131,206","0,2010",25,"circRNA","ENSMFUG00073003321243","ENSMFUG00073003321243.t3","4,5","scaffold0073:878457-880239|scaffold0073:882455-893974",1.5089476705,8.02089517296,0.189138027304
"33","scaffold0073",881945,882455,"circular_RNA/14",0,"+",881945,881945,"0,0,0",2,"131,206","0,304",14,"circRNA","ENSMFUG00073003321243","ENSMFUG00073003321243.t4","4,5","scaffold0073:878457-881945|scaffold0073:882455-893974",0.845010695479,8.02089517296,0.106465179418
"34","scaffold0071",1161919,1172891,"circular_RNA/33",1,"+",1161919,1161919,"0,0,0",3,"77,139,142","0,5121,10830",33,"circRNA","ENSMFUG00071000409243","ENSMFUG00071000409243.t2","13,14,15","scaffold0071:1138608-1161919|scaffold0071:1172891-1201767",1.99181092506,0,200.181092506
"35","scaffold0070",6819,12343,"circular_RNA/15",1,"-",6819,6819,"0,0,0",4,"106,71,86,51","0,154,1928,5473",15,"circRNA","ENSMFUG00070000124241","ENSMFUG00070000124241.t1","6,5,4,3","scaffold0070:4137-6819|scaffold0070:12343-14722",0.905368602299,0.233886888927,3.75325055941
