"","chrom","start","end","name","n_reads","strand","n_uniq","uniq_bridges","best_qual_left","best_qual_right","tissues","tiss_counts","edits","anchor_overlap","breakpoints","signal","strandmatch","category"
"1","15",98638217,98640710,"mmu_circ_000005",3,"-",2,3,40,40,"my_test_mmu2",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"2","2",131353903,131358363,"mmu_circ_000008",16,"+",12,16,40,40,"my_test_mmu2",16,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"3","12",101655218,101660932,"mmu_circ_000011",2,"-",2,2,5,5,"my_test_mmu2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"4","5",29642594,29645147,"mmu_circ_000013",5,"+",2,5,40,40,"my_test_mmu2",5,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"5","13",69661008,69664022,"mmu_circ_000014",27,"-",16,27,40,40,"my_test_mmu2",27,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"6","8",61488965,61525393,"mmu_circ_000015",2,"+",1,2,40,40,"my_test_mmu2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"7","18",77167184,77185419,"mmu_circ_000016",2,"+",1,2,5,5,"my_test_mmu2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"8","16",16833761,16836339,"mmu_circ_000017",3,"+",2,3,40,40,"my_test_mmu2",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"9","4",44133639,44137661,"mmu_circ_000022",4,"-",3,4,40,40,"my_test_mmu2",4,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"10","7",27240099,27240413,"mmu_circ_000023",2,"+",2,2,40,40,"my_test_mmu2",2,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"11","17",25329200,25332231,"mmu_circ_000025",2,"-",2,2,5,5,"my_test_mmu2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"12","16",16295287,16322080,"mmu_circ_000029",2,"-",1,2,40,40,"my_test_mmu2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"13","12",51694776,51702266,"mmu_circ_000034",2,"-",1,2,40,40,"my_test_mmu2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"14","15",83214719,83218810,"mmu_circ_000037",6,"-",3,5,40,40,"my_test_mmu2",6,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"15","4",98427195,98457372,"mmu_circ_000042",2,"+",1,2,5,40,"my_test_mmu2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"16","1",87291825,87293001,"mmu_circ_000043",4,"+",2,4,40,40,"my_test_mmu2",4,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"17","2",31494625,31495355,"mmu_circ_000044",4,"+",4,4,40,40,"my_test_mmu2",4,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"18","8",85590686,85591181,"mmu_circ_000046",10,"+",10,10,40,40,"my_test_mmu2",10,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"19","14",4458425,4461127,"mmu_circ_000047",2,"-",1,2,40,40,"my_test_mmu2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"20","11",69540553,69542549,"mmu_circ_000049",9,"+",6,9,40,40,"my_test_mmu2",9,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"21","9",24169245,24169452,"mmu_circ_000050",2,"-",2,2,5,3,"my_test_mmu2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"22","6",13682044,13683704,"mmu_circ_000052",2,"+",1,2,5,40,"my_test_mmu2",2,2,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
"23","6",47553469,47554601,"mmu_circ_000054",45,"-",23,45,40,40,"my_test_mmu2",45,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"24","8",85498412,85498944,"mmu_circ_000055",46,"-",26,43,40,40,"my_test_mmu2",46,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"25","8",78109353,78137757,"mmu_circ_000056",11,"-",3,11,40,5,"my_test_mmu2",11,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"26","6",99412176,99433541,"mmu_circ_000058",13,"-",10,13,40,40,"my_test_mmu2",13,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
