"","chrom","start","end","name","score","strand","thickStart","thickEnd","itemRgb","exonCount","exonSize","exonOffsets","readNumber","circType","geneName","isoformName","index","flankIntron","FPBcirc","FPBlinear","CIRCscore"
"1","1",5159231,5168356,"circular_RNA/10",0,"+",5159231,5159231,"0,0,0",4,"103,90,114,105","0,4354,6606,9020",10,"circRNA","ENSMUSG00000033793","ENSMUST00000192847","3,4,5,6","1:5154786-5159231|1:5168356-5171292",1.09076507026,1.07864545836,1.01113274465
"2","1",5159231,5171346,"circular_RNA/14",0,"+",5159231,5159231,"0,0,0",5,"103,90,114,105,54","0,4354,6606,9020,12061",14,"circRNA","ENSMUSG00000033793","ENSMUST00000192847","3,4,5,6,7","1:5154786-5159231|1:5171346-5187612",1.52707109836,1.07864545836,1.4119115517
"3","1",6298163,6304623,"circular_RNA/2",1,"+",6298163,6298163,"0,0,0",4,"110,115,127,171","0,2019,6021,6289",2,"circRNA","ENSMUSG00000025907","ENSMUST00000160871","2,3,4,5","1:6276494-6298163|1:6304623-6308485",0.218153014051,0.38888145983,0.571981997229
"4","1",6300182,6304623,"circular_RNA/2",1,"+",6300182,6300182,"0,0,0",3,"115,127,171","0,4002,4270",2,"circRNA","ENSMUSG00000025907","ENSMUST00000160871","3,4,5","1:6298273-6300182|1:6304623-6308485",0.218153014051,0.38888145983,0.571981997229
"5","1",7190417,7190839,"circular_RNA/5",0,"+",7190417,7190417,"0,0,0",1,"422","0",5,"circRNA","ENSMUSG00000051285","ENSMUST00000061280","2","1:7159440-7190417|1:7190839-7217860",0.545382535128,0.0436306028102,10.3557018946
"6","1",7190417,7217963,"circular_RNA/5",0,"+",7190417,7190417,"0,0,0",2,"422,103","0,27443",5,"circRNA","ENSMUSG00000051285","ENSMUST00000061280","2,3","1:7159440-7190417|1:7217963-7231115",0.545382535128,0.0436306028102,10.3557018946
"7","1",10145084,10156177,"circular_RNA/2",1,"+",10145084,10145084,"0,0,0",5,"87,71,94,58,206","0,2312,7393,8641,10887",2,"circRNA","ENSMUSG00000056763","ENSMUST00000071087","8,9,10,11,12","1:10137045-10145084|1:10156177-10158275",0.218153014051,0,22.8153014051
"8","1",10152477,10166238,"circular_RNA/5",0,"+",10152477,10152477,"0,0,0",7,"94,58,206,134,79,130,148","0,1248,3494,5798,6629,7935,13613",5,"circRNA","ENSMUSG00000056763","ENSMUST00000071087","10,11,12,13,14,15,16","1:10147467-10152477|1:10166238-10174436",0.545382535128,0,55.5382535128
"9","1",10258981,10259903,"circular_RNA/4",1,"-",10258981,10258981,"0,0,0",3,"202,109,240","0,470,682",4,"circRNA","ENSMUSG00000067851","ENSMUST00000088615","13,12,11","1:10254722-10258981|1:10259903-10264481",0.436306028102,0.347865617,1.24713302117
"10","1",13230384,13237330,"circular_RNA/5",0,"-",13230384,13230384,"0,0,0",3,"130,216,211","0,1912,6735",5,"circRNA","ENSMUSG00000005886","ENSMUST00000081713","14,13,12","1:13226759-13230384|1:13237330-13244302",0.545382535128,0.430565159311,1.26061383519
